delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
0,11.097,154.289,10.36,-0.317,-0.752,-0.315,0.484,29.627,112.295,-5.806,0.066,-0.68,0.075,0.726,36.027,131.691,25.228,0.176,-0.713,0.157,0.66
28,11.109,154.312,10.352,-0.317,-0.752,-0.315,0.484,29.657,112.278,-5.898,0.066,-0.679,0.075,0.727,36.018,131.63,25.227,0.179,-0.713,0.152,0.661
56,11.122,154.336,10.338,-0.317,-0.753,-0.314,0.484,29.693,112.254,-5.992,0.066,-0.678,0.075,0.728,35.996,131.574,25.21,0.182,-0.712,0.148,0.662
84,11.141,154.375,10.313,-0.317,-0.753,-0.314,0.485,29.732,112.252,-6.053,0.065,-0.678,0.075,0.729,35.962,131.505,25.199,0.183,-0.712,0.146,0.662
113,11.17,154.426,10.268,-0.316,-0.753,-0.312,0.485,29.771,112.248,-6.114,0.065,-0.677,0.075,0.729,35.927,131.403,25.165,0.182,-0.713,0.145,0.662
140,11.208,154.506,10.2,-0.316,-0.753,-0.311,0.487,29.822,112.262,-6.163,0.064,-0.676,0.076,0.73,35.873,131.233,25.126,0.183,-0.713,0.142,0.662
167,11.255,154.601,10.114,-0.315,-0.753,-0.309,0.489,29.827,112.3,-6.224,0.064,-0.675,0.077,0.731,35.816,131.022,25.079,0.184,-0.713,0.138,0.662
192,11.313,154.705,10.013,-0.315,-0.752,-0.306,0.492,29.834,112.329,-6.282,0.064,-0.674,0.078,0.732,35.775,130.755,24.997,0.184,-0.713,0.134,0.663
222,11.401,154.83,9.828,-0.314,-0.751,-0.302,0.496,29.858,112.446,-6.412,0.064,-0.672,0.079,0.733,35.752,130.356,24.876,0.184,-0.712,0.127,0.665
249,11.482,154.991,9.634,-0.314,-0.75,-0.298,0.501,29.861,112.547,-6.563,0.064,-0.67,0.081,0.735,35.742,129.925,24.726,0.181,-0.712,0.121,0.667
276,11.583,155.18,9.369,-0.313,-0.747,-0.292,0.509,29.851,112.669,-6.729,0.065,-0.667,0.082,0.737,35.707,129.414,24.531,0.178,-0.712,0.116,0.669
301,11.72,155.406,9.008,-0.312,-0.742,-0.286,0.519,29.825,112.803,-6.934,0.067,-0.665,0.083,0.739,35.645,128.859,24.3,0.175,-0.711,0.111,0.672
330,11.904,155.722,8.491,-0.31,-0.734,-0.276,0.537,29.763,112.995,-7.167,0.074,-0.662,0.082,0.742,35.509,128.118,23.976,0.172,-0.71,0.104,0.675
360,12.126,156.113,7.792,-0.307,-0.722,-0.263,0.561,29.664,113.268,-7.411,0.087,-0.659,0.078,0.743,35.308,127.209,23.545,0.168,-0.707,0.096,0.68
387,12.331,156.497,7.038,-0.303,-0.708,-0.251,0.587,29.532,113.557,-7.666,0.1,-0.656,0.075,0.744,35.071,126.243,23.065,0.161,-0.705,0.089,0.685
413,12.476,156.894,6.193,-0.297,-0.691,-0.238,0.614,29.383,113.862,-7.968,0.111,-0.653,0.073,0.745,34.784,125.124,22.521,0.153,-0.701,0.081,0.691
445,12.58,157.384,5.096,-0.29,-0.668,-0.223,0.648,29.217,114.214,-8.41,0.12,-0.65,0.071,0.747,34.404,123.629,21.761,0.141,-0.696,0.068,0.7
473,12.589,157.831,4.055,-0.283,-0.644,-0.209,0.679,29.025,114.491,-8.84,0.128,-0.647,0.069,0.749,33.98,122.175,21.0,0.132,-0.691,0.053,0.709
501,12.516,158.254,3.051,-0.276,-0.621,-0.197,0.707,28.817,114.745,-9.306,0.138,-0.643,0.065,0.75,33.499,120.699,20.21,0.123,-0.685,0.034,0.717
530,12.345,158.664,2.034,-0.268,-0.596,-0.186,0.734,28.589,114.998,-9.866,0.147,-0.639,0.061,0.753,32.982,119.076,19.271,0.115,-0.678,0.011,0.726
559,12.064,159.038,1.124,-0.262,-0.572,-0.177,0.757,28.365,115.22,-10.506,0.152,-0.633,0.057,0.757,32.455,117.478,18.194,0.105,-0.67,-0.011,0.735
589,11.711,159.395,0.341,-0.256,-0.552,-0.172,0.775,28.122,115.407,-11.208,0.151,-0.627,0.057,0.762,31.931,116.055,17.059,0.098,-0.66,-0.038,0.744
615,11.395,159.713,-0.24,-0.251,-0.538,-0.167,0.787,27.865,115.57,-11.904,0.148,-0.622,0.057,0.767,31.479,114.918,15.968,0.092,-0.649,-0.06,0.752
644,11.09,160.054,-0.776,-0.245,-0.526,-0.162,0.798,27.534,115.802,-12.6,0.148,-0.615,0.058,0.772,31.111,114.009,14.755,0.087,-0.639,-0.077,0.76
673,10.839,160.409,-1.23,-0.238,-0.517,-0.155,0.808,27.148,116.08,-13.267,0.152,-0.609,0.058,0.776,30.825,113.367,13.481,0.083,-0.63,-0.088,0.767
701,10.701,160.75,-1.573,-0.23,-0.512,-0.147,0.814,26.751,116.324,-13.814,0.157,-0.604,0.057,0.779,30.684,113.009,12.277,0.081,-0.621,-0.093,0.774
731,10.608,161.132,-1.892,-0.222,-0.51,-0.139,0.82,26.289,116.525,-14.362,0.161,-0.599,0.056,0.782,30.619,112.797,10.884,0.077,-0.61,-0.094,0.783
759,10.556,161.459,-2.163,-0.214,-0.509,-0.132,0.823,25.827,116.618,-14.852,0.163,-0.595,0.054,0.785,30.633,112.771,9.503,0.074,-0.598,-0.091,0.793
788,10.522,161.745,-2.396,-0.207,-0.508,-0.126,0.826,25.35,116.611,-15.29,0.163,-0.59,0.052,0.789,30.718,112.875,8.166,0.072,-0.587,-0.086,0.802
815,10.51,161.969,-2.602,-0.202,-0.508,-0.12,0.829,24.882,116.541,-15.65,0.162,-0.586,0.051,0.792,30.831,113.055,6.927,0.071,-0.576,-0.081,0.81
844,10.494,162.162,-2.807,-0.196,-0.507,-0.116,0.831,24.362,116.396,-15.98,0.161,-0.582,0.049,0.796,30.913,113.274,5.626,0.072,-0.563,-0.074,0.82
873,10.508,162.306,-2.991,-0.191,-0.507,-0.113,0.833,23.852,116.203,-16.23,0.159,-0.578,0.046,0.799,30.939,113.445,4.438,0.072,-0.55,-0.068,0.829
901,10.549,162.418,-3.135,-0.186,-0.507,-0.111,0.834,23.383,115.961,-16.427,0.156,-0.575,0.044,0.802,30.935,113.547,3.375,0.07,-0.538,-0.062,0.838
929,10.63,162.518,-3.232,-0.183,-0.507,-0.11,0.835,22.941,115.661,-16.573,0.151,-0.573,0.041,0.805,30.887,113.592,2.424,0.067,-0.526,-0.057,0.846
957,10.738,162.598,-3.276,-0.18,-0.509,-0.111,0.835,22.566,115.351,-16.662,0.147,-0.57,0.038,0.807,30.804,113.621,1.669,0.064,-0.516,-0.053,0.852
985,10.899,162.669,-3.234,-0.177,-0.512,-0.112,0.833,22.206,115.046,-16.693,0.145,-0.567,0.033,0.81,30.661,113.622,1.008,0.062,-0.508,-0.051,0.858
1013,11.137,162.705,-3.043,-0.175,-0.518,-0.116,0.829,21.886,114.777,-16.644,0.143,-0.565,0.028,0.812,30.453,113.598,0.496,0.06,-0.5,-0.05,0.863
1041,11.4,162.737,-2.743,-0.172,-0.529,-0.121,0.822,21.635,114.59,-16.527,0.141,-0.565,0.025,0.813,30.218,113.508,0.164,0.057,-0.493,-0.05,0.867
1068,11.721,162.744,-2.289,-0.169,-0.546,-0.127,0.811,21.434,114.477,-16.388,0.139,-0.563,0.024,0.814,29.975,113.35,-0.075,0.052,-0.486,-0.05,0.871
1096,12.08,162.705,-1.706,-0.168,-0.566,-0.133,0.796,21.264,114.412,-16.252,0.136,-0.561,0.026,0.816,29.713,113.113,-0.235,0.045,-0.479,-0.05,0.875
1128,12.492,162.568,-0.911,-0.168,-0.59,-0.141,0.777,21.14,114.351,-16.055,0.133,-0.558,0.03,0.819,29.472,112.803,-0.287,0.037,-0.472,-0.053,0.879
1156,12.858,162.407,-0.142,-0.169,-0.61,-0.147,0.76,21.111,114.276,-15.831,0.132,-0.556,0.031,0.82,29.331,112.556,-0.217,0.032,-0.466,-0.057,0.882
1184,13.196,162.246,0.61,-0.17,-0.628,-0.153,0.744,21.146,114.177,-15.607,0.131,-0.555,0.032,0.821,29.287,112.374,-0.049,0.028,-0.462,-0.061,0.885
1210,13.533,162.115,1.344,-0.172,-0.643,-0.157,0.729,21.252,114.071,-15.366,0.131,-0.553,0.033,0.822,29.319,112.236,0.188,0.026,-0.458,-0.062,0.886
1239,13.919,162.012,2.135,-0.173,-0.657,-0.161,0.716,21.431,113.928,-15.072,0.131,-0.551,0.031,0.824,29.446,112.168,0.557,0.023,-0.455,-0.06,0.888
1267,14.293,161.961,2.867,-0.173,-0.668,-0.163,0.705,21.647,113.806,-14.776,0.13,-0.549,0.03,0.825,29.606,112.17,0.973,0.021,-0.453,-0.056,0.89
1297,14.74,161.937,3.681,-0.172,-0.678,-0.164,0.695,21.945,113.699,-14.416,0.128,-0.547,0.029,0.827,29.845,112.216,1.51,0.02,-0.451,-0.052,0.891
1333,15.312,161.936,4.692,-0.172,-0.688,-0.164,0.686,22.379,113.636,-13.895,0.125,-0.544,0.029,0.829,30.211,112.326,2.341,0.02,-0.451,-0.048,0.891
1371,15.869,161.952,5.683,-0.172,-0.695,-0.164,0.679,22.891,113.636,-13.238,0.122,-0.543,0.029,0.83,30.638,112.428,3.325,0.022,-0.454,-0.046,0.889
1407,16.399,161.974,6.623,-0.171,-0.7,-0.164,0.674,23.473,113.707,-12.46,0.121,-0.545,0.028,0.829,31.107,112.484,4.422,0.024,-0.461,-0.045,0.886
1439,16.887,161.996,7.488,-0.171,-0.704,-0.165,0.67,24.092,113.808,-11.649,0.121,-0.549,0.028,0.827,31.563,112.492,5.539,0.025,-0.468,-0.044,0.882
1467,17.297,162.006,8.21,-0.17,-0.707,-0.166,0.666,24.667,113.917,-10.928,0.121,-0.553,0.029,0.824,31.965,112.487,6.517,0.024,-0.475,-0.04,0.879
1499,17.78,161.996,9.032,-0.169,-0.711,-0.167,0.662,25.379,114.058,-10.067,0.12,-0.559,0.031,0.82,32.412,112.455,7.695,0.024,-0.483,-0.036,0.874
1529,18.265,161.98,9.846,-0.168,-0.715,-0.169,0.657,26.142,114.214,-9.207,0.117,-0.565,0.035,0.816,32.841,112.405,8.867,0.023,-0.492,-0.033,0.87
1564,18.806,161.944,10.778,-0.167,-0.723,-0.172,0.648,27.033,114.405,-8.245,0.108,-0.573,0.044,0.812,33.277,112.294,10.145,0.022,-0.501,-0.03,0.865
1594,19.312,161.877,11.676,-0.167,-0.732,-0.175,0.637,27.88,114.552,-7.305,0.101,-0.581,0.048,0.806,33.645,112.141,11.308,0.019,-0.51,-0.026,0.86
1626,19.799,161.762,12.585,-0.167,-0.741,-0.179,0.625,28.746,114.679,-6.45,0.085,-0.588,0.056,0.802,33.977,111.939,12.409,0.016,-0.518,-0.024,0.855
1653,20.178,161.622,13.334,-0.168,-0.75,-0.183,0.614,29.482,114.831,-5.781,0.07,-0.593,0.069,0.799,34.209,111.735,13.252,0.012,-0.523,-0.022,0.852
1681,20.538,161.445,14.109,-0.169,-0.758,-0.188,0.601,30.216,114.961,-5.14,0.052,-0.597,0.085,0.796,34.398,111.523,14.079,0.008,-0.528,-0.019,0.849
1711,20.87,161.264,14.886,-0.171,-0.767,-0.193,0.588,30.945,115.083,-4.496,0.035,-0.6,0.099,0.793,34.54,111.358,14.872,0.004,-0.531,-0.014,0.847
1739,21.147,161.117,15.581,-0.172,-0.774,-0.197,0.576,31.622,115.148,-3.789,0.024,-0.607,0.104,0.788,34.612,111.228,15.528,0.001,-0.534,-0.01,0.846
1769,21.391,161.024,16.238,-0.173,-0.781,-0.201,0.566,32.282,115.178,-2.968,0.022,-0.618,0.095,0.78,34.659,111.175,16.169,-0.0,-0.537,-0.007,0.844
1800,21.595,160.99,16.861,-0.173,-0.787,-0.203,0.556,32.896,115.23,-2.193,0.017,-0.628,0.091,0.773,34.673,111.182,16.792,0.0,-0.542,-0.004,0.84
1829,21.746,161.003,17.38,-0.172,-0.792,-0.205,0.548,33.383,115.399,-1.583,0.012,-0.635,0.095,0.766,34.677,111.266,17.35,0.002,-0.548,-0.003,0.836
1858,21.868,161.032,17.873,-0.17,-0.797,-0.207,0.541,33.78,115.604,-1.041,0.008,-0.643,0.099,0.76,34.646,111.366,17.895,0.006,-0.557,-0.003,0.831
1887,21.937,161.056,18.306,-0.168,-0.802,-0.209,0.534,34.137,115.759,-0.493,0.005,-0.652,0.099,0.752,34.617,111.428,18.384,0.009,-0.565,-0.004,0.825
1914,21.975,161.07,18.702,-0.165,-0.806,-0.211,0.528,34.467,115.906,0.052,0.004,-0.662,0.096,0.743,34.544,111.438,18.816,0.011,-0.574,-0.005,0.819
1941,21.992,161.084,19.028,-0.163,-0.809,-0.212,0.524,34.752,116.065,0.493,0.003,-0.67,0.096,0.736,34.468,111.417,19.175,0.012,-0.581,-0.006,0.814
1968,22.003,161.125,19.303,-0.162,-0.811,-0.212,0.521,35.007,116.283,0.903,0.003,-0.678,0.097,0.728,34.352,111.363,19.501,0.013,-0.589,-0.006,0.808
1995,22.013,161.193,19.482,-0.16,-0.811,-0.21,0.521,35.245,116.56,1.32,0.008,-0.688,0.096,0.72,34.218,111.265,19.771,0.014,-0.596,-0.008,0.803
2025,22.02,161.289,19.559,-0.158,-0.81,-0.207,0.525,35.52,116.948,1.755,0.017,-0.699,0.094,0.709,34.048,111.119,20.004,0.015,-0.603,-0.012,0.797
2051,22.009,161.38,19.537,-0.157,-0.808,-0.205,0.529,35.755,117.4,2.067,0.027,-0.707,0.095,0.701,33.884,111.001,20.161,0.016,-0.609,-0.014,0.793
2078,21.993,161.488,19.447,-0.155,-0.805,-0.202,0.536,36.028,117.964,2.34,0.038,-0.712,0.097,0.694,33.698,110.902,20.261,0.017,-0.614,-0.016,0.789
2105,21.974,161.588,19.284,-0.154,-0.8,-0.199,0.544,36.271,118.603,2.554,0.052,-0.716,0.099,0.689,33.526,110.82,20.323,0.019,-0.618,-0.019,0.786
2139,21.934,161.713,18.993,-0.152,-0.793,-0.195,0.557,36.524,119.559,2.809,0.076,-0.72,0.104,0.681,33.329,110.765,20.353,0.021,-0.622,-0.022,0.783
2171,21.887,161.822,18.638,-0.15,-0.785,-0.191,0.57,36.664,120.489,3.087,0.112,-0.723,0.104,0.673,33.214,110.748,20.353,0.023,-0.624,-0.023,0.78
2197,21.835,161.906,18.275,-0.148,-0.776,-0.188,0.583,36.701,121.31,3.346,0.145,-0.724,0.106,0.666,33.136,110.745,20.35,0.025,-0.626,-0.023,0.779
2226,21.751,161.992,17.821,-0.145,-0.767,-0.184,0.598,36.694,122.181,3.541,0.178,-0.721,0.111,0.66,33.079,110.742,20.346,0.026,-0.628,-0.022,0.777
2260,21.632,162.088,17.268,-0.14,-0.756,-0.18,0.613,36.639,122.995,3.667,0.201,-0.718,0.119,0.656,33.075,110.727,20.332,0.027,-0.63,-0.02,0.776
2293,21.488,162.172,16.724,-0.136,-0.746,-0.176,0.628,36.515,123.62,3.718,0.212,-0.716,0.129,0.652,33.102,110.683,20.299,0.027,-0.63,-0.017,0.776
2323,21.341,162.28,16.203,-0.131,-0.737,-0.172,0.641,36.358,124.047,3.681,0.217,-0.715,0.137,0.65,33.139,110.601,20.209,0.027,-0.63,-0.017,0.776
2354,21.188,162.399,15.697,-0.128,-0.728,-0.168,0.652,36.196,124.25,3.573,0.221,-0.712,0.137,0.652,33.191,110.487,20.069,0.025,-0.628,-0.017,0.777
2387,21.024,162.548,15.177,-0.126,-0.719,-0.164,0.663,36.004,124.326,3.424,0.224,-0.709,0.133,0.656,33.238,110.42,19.847,0.022,-0.626,-0.016,0.779
2417,20.862,162.697,14.703,-0.125,-0.711,-0.16,0.673,35.731,124.369,3.215,0.223,-0.705,0.132,0.66,33.245,110.423,19.586,0.018,-0.623,-0.014,0.782
2446,20.688,162.833,14.252,-0.123,-0.703,-0.156,0.682,35.373,124.381,2.92,0.223,-0.7,0.131,0.666,33.194,110.526,19.308,0.017,-0.619,-0.013,0.785
2476,20.493,162.956,13.792,-0.122,-0.696,-0.153,0.691,34.905,124.431,2.579,0.228,-0.693,0.13,0.671,33.123,110.692,18.966,0.018,-0.614,-0.012,0.789
2504,20.298,163.047,13.353,-0.121,-0.689,-0.149,0.699,34.406,124.469,2.212,0.236,-0.686,0.128,0.676,33.043,110.83,18.62,0.02,-0.608,-0.012,0.794
2532,20.109,163.126,12.922,-0.12,-0.683,-0.145,0.706,33.914,124.488,1.856,0.241,-0.68,0.127,0.681,32.973,110.874,18.263,0.02,-0.602,-0.011,0.798
2562,19.9,163.2,12.454,-0.119,-0.677,-0.141,0.713,33.406,124.415,1.395,0.244,-0.675,0.124,0.685,32.904,110.832,17.862,0.018,-0.597,-0.01,0.802
2589,19.715,163.268,12.029,-0.119,-0.671,-0.137,0.719,32.974,124.334,0.954,0.25,-0.67,0.118,0.689,32.864,110.719,17.496,0.015,-0.592,-0.01,0.806
2619,19.495,163.336,11.547,-0.12,-0.664,-0.133,0.726,32.496,124.247,0.428,0.261,-0.663,0.109,0.693,32.816,110.539,16.978,0.011,-0.587,-0.01,0.809
2648,19.279,163.399,11.094,-0.121,-0.657,-0.13,0.733,32.06,124.181,-0.13,0.27,-0.657,0.098,0.697,32.787,110.462,16.553,0.008,-0.582,-0.011,0.813
2676,19.052,163.466,10.634,-0.121,-0.65,-0.127,0.739,31.637,124.147,-0.773,0.273,-0.65,0.088,0.703,32.7,110.435,16.013,0.005,-0.575,-0.011,0.818
2708,18.798,163.523,10.13,-0.122,-0.642,-0.123,0.747,31.213,124.096,-1.641,0.27,-0.64,0.078,0.715,32.565,110.472,15.32,0.004,-0.565,-0.009,0.825
2737,18.54,163.568,9.623,-0.124,-0.633,-0.12,0.754,30.823,124.017,-2.589,0.263,-0.629,0.067,0.729,32.415,110.567,14.579,0.005,-0.554,-0.008,0.833
2766,18.28,163.587,9.092,-0.126,-0.622,-0.117,0.764,30.47,123.853,-3.561,0.256,-0.615,0.049,0.744,32.286,110.655,13.845,0.005,-0.543,-0.007,0.84
2796,17.983,163.567,8.481,-0.129,-0.607,-0.114,0.776,30.078,123.64,-4.559,0.249,-0.601,0.027,0.759,32.16,110.732,13.119,0.005,-0.532,-0.005,0.847
2825,17.656,163.493,7.822,-0.134,-0.589,-0.114,0.789,29.634,123.432,-5.552,0.243,-0.587,0.006,0.773,32.047,110.805,12.384,0.005,-0.521,-0.004,0.853
2856,17.272,163.353,7.064,-0.141,-0.566,-0.114,0.804,29.125,123.158,-6.559,0.234,-0.572,-0.018,0.786,31.946,110.857,11.609,0.006,-0.51,-0.004,0.86
2885,16.865,163.134,6.318,-0.151,-0.542,-0.116,0.818,28.609,122.861,-7.453,0.221,-0.56,-0.04,0.797,31.852,110.882,10.864,0.007,-0.5,-0.004,0.866
2917,16.362,162.804,5.443,-0.165,-0.512,-0.118,0.835,27.916,122.637,-8.439,0.199,-0.549,-0.045,0.811,31.745,110.883,10.032,0.007,-0.49,-0.004,0.872
2946,15.879,162.445,4.647,-0.179,-0.482,-0.12,0.849,27.23,122.387,-9.262,0.179,-0.541,-0.049,0.82,31.636,110.89,9.284,0.007,-0.48,-0.004,0.877
2977,15.292,161.967,3.75,-0.197,-0.446,-0.122,0.864,26.397,122.093,-10.074,0.164,-0.531,-0.055,0.829,31.466,110.889,8.405,0.008,-0.467,-0.004,0.884
3009,14.634,161.408,2.836,-0.217,-0.406,-0.125,0.879,25.508,121.805,-10.797,0.159,-0.521,-0.065,0.836,31.247,110.9,7.513,0.01,-0.453,-0.005,0.891
3039,13.939,160.849,1.974,-0.236,-0.365,-0.128,0.891,24.567,121.505,-11.49,0.157,-0.509,-0.076,0.843,30.975,110.916,6.625,0.012,-0.438,-0.005,0.899
3071,13.185,160.31,1.097,-0.254,-0.323,-0.131,0.902,23.511,121.153,-12.225,0.152,-0.495,-0.085,0.851,30.649,110.904,5.729,0.013,-0.422,-0.007,0.906
3100,12.478,159.9,0.355,-0.267,-0.285,-0.132,0.911,22.502,120.816,-12.867,0.142,-0.483,-0.087,0.859,30.303,110.808,4.928,0.013,-0.407,-0.009,0.913
3131,11.741,159.575,-0.362,-0.278,-0.247,-0.131,0.919,21.383,120.437,-13.519,0.126,-0.473,-0.086,0.868,29.916,110.641,4.108,0.011,-0.391,-0.013,0.92
3163,10.993,159.326,-0.983,-0.287,-0.211,-0.129,0.925,20.184,119.993,-14.157,0.108,-0.461,-0.084,0.877,29.502,110.455,3.283,0.007,-0.373,-0.017,0.928
3191,10.343,159.121,-1.511,-0.294,-0.182,-0.126,0.93,19.042,119.629,-14.715,0.096,-0.448,-0.085,0.885,29.111,110.24,2.526,0.003,-0.356,-0.02,0.934
3223,9.774,159.005,-1.944,-0.299,-0.156,-0.123,0.933,17.781,119.353,-15.282,0.089,-0.431,-0.086,0.894,28.737,110.029,1.761,-0.002,-0.338,-0.023,0.941
3254,9.319,158.973,-2.302,-0.303,-0.135,-0.119,0.936,16.562,119.169,-15.794,0.085,-0.414,-0.084,0.902,28.399,109.856,0.992,-0.007,-0.321,-0.024,0.947
3284,8.975,158.982,-2.618,-0.304,-0.119,-0.114,0.938,15.454,119.076,-16.206,0.082,-0.399,-0.082,0.909,28.083,109.711,0.28,-0.011,-0.303,-0.024,0.952
3312,8.706,159.028,-2.869,-0.303,-0.106,-0.11,0.941,14.452,119.008,-16.55,0.081,-0.385,-0.081,0.916,27.795,109.649,-0.431,-0.014,-0.286,-0.022,0.958
3341,8.466,159.126,-3.126,-0.301,-0.093,-0.104,0.943,13.451,118.967,-16.862,0.082,-0.37,-0.082,0.922,27.522,109.623,-1.228,-0.016,-0.267,-0.018,0.963
3372,8.259,159.317,-3.394,-0.295,-0.081,-0.096,0.947,12.465,118.944,-17.177,0.083,-0.352,-0.084,0.929,27.248,109.605,-2.047,-0.017,-0.249,-0.012,0.968
3402,8.073,159.538,-3.6,-0.289,-0.071,-0.089,0.95,11.551,118.949,-17.432,0.084,-0.333,-0.09,0.935,26.979,109.638,-2.814,-0.017,-0.233,-0.009,0.972
3446,7.828,159.857,-3.803,-0.281,-0.056,-0.08,0.955,10.354,118.977,-17.761,0.085,-0.307,-0.101,0.942,26.619,109.736,-3.958,-0.017,-0.211,-0.007,0.977
3475,7.688,160.033,-3.884,-0.277,-0.047,-0.075,0.957,9.684,118.988,-17.904,0.085,-0.293,-0.112,0.946,26.384,109.87,-4.707,-0.016,-0.197,-0.007,0.98
3503,7.558,160.169,-3.936,-0.275,-0.039,-0.071,0.958,9.125,118.971,-17.983,0.082,-0.282,-0.122,0.948,26.166,110.049,-5.401,-0.014,-0.185,-0.006,0.983
3531,7.451,160.274,-3.957,-0.274,-0.032,-0.067,0.959,8.648,118.989,-18.028,0.079,-0.274,-0.124,0.95,25.929,110.227,-6.065,-0.011,-0.173,-0.007,0.985
3560,7.35,160.362,-3.964,-0.273,-0.026,-0.063,0.96,8.178,119.018,-18.054,0.076,-0.266,-0.118,0.954,25.668,110.425,-6.748,-0.008,-0.163,-0.007,0.987
3587,7.282,160.423,-3.937,-0.272,-0.021,-0.059,0.96,7.786,119.117,-18.125,0.073,-0.258,-0.108,0.957,25.451,110.665,-7.305,-0.005,-0.153,-0.008,0.988
3615,7.221,160.493,-3.894,-0.272,-0.017,-0.056,0.961,7.397,119.197,-18.185,0.071,-0.248,-0.102,0.961,25.201,110.868,-7.862,-0.001,-0.144,-0.01,0.99
3643,7.197,160.552,-3.824,-0.271,-0.015,-0.053,0.961,7.121,119.28,-18.184,0.072,-0.242,-0.103,0.962,24.973,111.051,-8.335,0.002,-0.137,-0.012,0.991
3675,7.195,160.65,-3.729,-0.27,-0.015,-0.05,0.962,6.819,119.319,-18.177,0.07,-0.237,-0.099,0.964,24.73,111.272,-8.876,0.004,-0.129,-0.016,0.992
3709,7.221,160.773,-3.607,-0.267,-0.017,-0.047,0.962,6.489,119.351,-18.151,0.065,-0.231,-0.092,0.966,24.565,111.515,-9.331,0.007,-0.124,-0.022,0.992
3748,7.281,160.926,-3.445,-0.264,-0.02,-0.042,0.963,6.05,119.348,-18.144,0.057,-0.22,-0.08,0.97,24.519,111.841,-9.808,0.011,-0.122,-0.037,0.992
3781,7.35,161.067,-3.301,-0.261,-0.023,-0.038,0.964,5.684,119.33,-18.131,0.051,-0.212,-0.068,0.974,24.455,112.195,-10.179,0.016,-0.118,-0.048,0.992
3811,7.413,161.205,-3.163,-0.258,-0.024,-0.034,0.965,5.358,119.329,-18.098,0.048,-0.204,-0.06,0.976,24.315,112.623,-10.53,0.023,-0.109,-0.051,0.992
3839,7.475,161.337,-3.044,-0.256,-0.025,-0.029,0.966,5.044,119.317,-18.039,0.046,-0.196,-0.057,0.978,24.156,113.092,-10.872,0.031,-0.1,-0.052,0.993
3866,7.53,161.437,-2.954,-0.254,-0.024,-0.026,0.967,4.8,119.276,-17.972,0.046,-0.19,-0.06,0.979,24.02,113.546,-11.164,0.038,-0.092,-0.051,0.994
3896,7.571,161.509,-2.869,-0.252,-0.021,-0.022,0.967,4.571,119.19,-17.872,0.045,-0.184,-0.067,0.98,23.895,114.059,-11.493,0.046,-0.085,-0.047,0.994
3927,7.579,161.499,-2.804,-0.253,-0.014,-0.018,0.967,4.378,119.082,-17.752,0.044,-0.179,-0.075,0.98,23.702,114.586,-11.828,0.056,-0.076,-0.04,0.995
3958,7.527,161.401,-2.734,-0.256,-0.003,-0.014,0.966,4.184,118.982,-17.618,0.042,-0.174,-0.081,0.981,23.397,115.052,-12.15,0.064,-0.064,-0.036,0.995
3987,7.434,161.233,-2.648,-0.262,0.01,-0.012,0.965,4.008,118.897,-17.46,0.038,-0.169,-0.085,0.981,23.001,115.46,-12.438,0.071,-0.052,-0.034,0.996
4017,7.299,161.012,-2.537,-0.268,0.025,-0.01,0.963,3.845,118.82,-17.303,0.035,-0.166,-0.086,0.982,22.508,115.848,-12.689,0.079,-0.039,-0.034,0.996
4045,7.115,160.755,-2.376,-0.273,0.041,-0.009,0.961,3.653,118.7,-17.089,0.031,-0.162,-0.087,0.983,21.864,116.255,-12.874,0.088,-0.025,-0.034,0.995
4076,6.909,160.49,-2.168,-0.277,0.056,-0.009,0.959,3.428,118.531,-16.843,0.028,-0.157,-0.089,0.983,21.104,116.661,-12.973,0.098,-0.011,-0.028,0.995
4105,6.688,160.241,-1.88,-0.281,0.069,-0.01,0.957,3.171,118.316,-16.55,0.026,-0.151,-0.089,0.984,20.211,117.146,-12.963,0.111,0.004,-0.021,0.994
4131,6.501,160.054,-1.544,-0.284,0.081,-0.01,0.955,2.879,118.048,-16.239,0.023,-0.145,-0.089,0.985,19.269,117.707,-12.871,0.124,0.018,-0.018,0.992
4161,6.328,159.899,-1.085,-0.286,0.091,-0.009,0.954,2.488,117.67,-15.839,0.02,-0.136,-0.091,0.986,18.219,118.425,-12.667,0.14,0.031,-0.02,0.989
4188,6.202,159.833,-0.637,-0.286,0.099,-0.009,0.953,2.074,117.307,-15.396,0.015,-0.126,-0.094,0.987,17.238,119.145,-12.401,0.155,0.041,-0.02,0.987
4216,6.111,159.816,-0.152,-0.286,0.105,-0.007,0.953,1.591,116.97,-14.874,0.01,-0.113,-0.096,0.989,16.195,119.943,-12.082,0.172,0.054,-0.015,0.983
4250,6.047,159.842,0.413,-0.284,0.109,-0.005,0.953,0.966,116.599,-14.167,0.003,-0.096,-0.093,0.991,14.794,120.84,-11.776,0.191,0.073,-0.008,0.979
4276,6.014,159.872,0.847,-0.282,0.111,-0.003,0.953,0.438,116.308,-13.499,-0.004,-0.081,-0.088,0.993,13.789,121.737,-11.591,0.208,0.085,-0.009,0.975
