delta_time_ms,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w
5114.258,-7.33,178.386,16.274,-0.001,-0.008,0.027,-1.0,-62.838,162.886,-5.4,-0.67,-0.447,0.246,-0.54,9.405,109.989,-5.329,0.36,-0.617,0.078,-0.696
5128.418,-7.288,178.39,16.262,-0.0,-0.008,0.026,-1.0,-61.605,163.478,-5.358,-0.679,-0.431,0.27,-0.529,13.333,113.358,-8.734,0.322,-0.591,0.069,-0.737
5142.09,-7.238,178.412,16.24,0.0,-0.008,0.024,-1.0,-60.443,163.932,-5.378,-0.686,-0.417,0.292,-0.519,17.842,116.189,-11.351,0.293,-0.568,0.037,-0.768
5156.25,-7.174,178.445,16.199,0.0,-0.008,0.024,-1.0,-59.389,164.19,-5.532,-0.691,-0.404,0.309,-0.514,23.355,118.679,-13.629,0.277,-0.542,-0.028,-0.793
5169.922,-7.099,178.489,16.144,-0.0,-0.008,0.025,-1.0,-58.474,164.277,-5.823,-0.693,-0.391,0.32,-0.514,29.023,120.99,-15.684,0.269,-0.505,-0.1,-0.814
5183.838,-7.002,178.532,16.076,-0.001,-0.007,0.025,-1.0,-57.619,164.19,-6.194,-0.695,-0.377,0.326,-0.518,35.657,123.633,-18.026,0.253,-0.447,-0.196,-0.835
5197.754,-6.891,178.545,16.0,-0.001,-0.007,0.026,-1.0,-56.741,163.996,-6.611,-0.699,-0.359,0.33,-0.523,42.056,126.891,-20.491,0.24,-0.368,-0.257,-0.861
5211.67,-6.78,178.535,15.917,-0.001,-0.006,0.026,-1.0,-55.877,163.444,-7.325,-0.704,-0.332,0.322,-0.538,48.703,131.365,-23.221,0.202,-0.257,-0.29,-0.9
5225.586,-6.662,178.513,15.812,-0.001,-0.007,0.026,-1.0,-54.997,162.711,-8.308,-0.707,-0.294,0.304,-0.566,55.466,137.549,-26.177,0.106,-0.099,-0.273,-0.951
5239.502,-6.536,178.507,15.706,-0.001,-0.007,0.025,-1.0,-54.011,161.649,-9.646,-0.705,-0.239,0.272,-0.609,63.008,144.682,-28.492,-0.035,0.107,-0.255,-0.96
5253.418,-6.409,178.477,15.631,0.001,-0.005,0.025,-1.0,-52.925,160.47,-11.069,-0.695,-0.179,0.236,-0.655,71.514,151.875,-28.661,-0.161,0.344,-0.247,-0.891
5268.311,-6.309,178.365,15.587,0.006,-0.002,0.028,-1.0,-51.517,158.294,-12.942,-0.664,-0.1,0.187,-0.717,80.388,159.139,-24.506,-0.26,0.616,-0.24,-0.704
5281.25,-6.248,178.219,15.535,0.011,0.002,0.034,-0.999,-49.96,155.733,-14.348,-0.629,-0.036,0.149,-0.762,85.043,165.697,-12.037,-0.334,0.843,-0.234,-0.351
5295.166,-6.194,178.118,15.451,0.013,0.006,0.038,-0.999,-48.474,152.941,-15.391,-0.595,0.015,0.115,-0.795,82.999,168.743,-0.159,-0.347,0.906,-0.234,-0.066
5308.838,-6.124,178.065,15.313,0.01,0.008,0.039,-0.999,-47.057,149.419,-16.041,-0.563,0.05,0.082,-0.821,76.077,169.29,8.037,-0.323,0.89,-0.317,-0.064
5322.51,-6.026,178.043,15.137,0.005,0.008,0.035,-0.999,-45.667,145.767,-16.619,-0.528,0.084,0.045,-0.844,70.296,169.309,7.657,-0.382,0.809,-0.379,-0.237
5336.67,-5.916,178.029,14.957,0.001,0.006,0.028,-1.0,-44.305,141.91,-17.222,-0.485,0.116,0.005,-0.867,68.228,170.097,5.981,-0.483,0.737,-0.33,-0.339
5350.342,-5.806,177.986,14.794,-0.001,0.003,0.023,-1.0,-42.896,137.383,-17.778,-0.428,0.145,-0.044,-0.891,66.208,170.084,4.146,-0.623,0.627,-0.205,-0.421
5364.258,-5.689,177.877,14.675,0.001,-0.001,0.019,-1.0,-41.403,132.479,-18.159,-0.366,0.168,-0.09,-0.911,63.512,169.479,4.067,-0.701,0.562,-0.142,-0.416
5378.418,-5.57,177.723,14.594,0.005,-0.003,0.017,-1.0,-39.891,127.293,-18.344,-0.307,0.178,-0.127,-0.926,59.392,167.324,4.37,-0.686,0.595,-0.216,-0.359
5392.09,-5.449,177.508,14.538,0.012,-0.004,0.019,-1.0,-38.477,121.729,-18.446,-0.245,0.177,-0.15,-0.941,55.722,165.364,3.566,-0.62,0.642,-0.322,-0.317
5406.006,-5.325,177.347,14.469,0.015,-0.004,0.024,-1.0,-36.913,115.756,-18.439,-0.168,0.179,-0.168,-0.955,53.121,163.706,1.472,-0.572,0.642,-0.376,-0.346
5419.922,-5.19,177.242,14.389,0.016,-0.003,0.026,-1.0,-35.129,108.495,-17.882,-0.06,0.175,-0.17,-0.968,50.799,161.584,-2.248,-0.547,0.59,-0.403,-0.436
5433.838,-5.044,177.172,14.329,0.016,-0.001,0.027,-1.0,-33.313,100.946,-16.525,0.064,0.173,-0.143,-0.972,47.534,158.377,-6.593,-0.54,0.508,-0.44,-0.507
5447.754,-4.912,177.082,14.334,0.018,-0.001,0.025,-1.0,-31.495,93.279,-13.675,0.212,0.192,-0.097,-0.953,43.983,154.275,-10.123,-0.524,0.444,-0.484,-0.542
5461.426,-4.8,176.936,14.416,0.023,-0.002,0.024,-0.999,-30.035,86.554,-9.528,0.358,0.222,-0.056,-0.905,40.844,149.401,-13.393,-0.48,0.395,-0.526,-0.58
5476.318,-4.703,176.761,14.609,0.029,-0.005,0.022,-0.999,-29.445,81.461,-4.65,0.473,0.269,0.037,-0.838,38.19,142.918,-16.975,-0.389,0.351,-0.575,-0.628
5489.746,-4.577,176.669,14.796,0.031,-0.007,0.02,-0.999,-30.064,79.64,-1.075,0.513,0.303,0.142,-0.791,36.048,135.16,-20.531,-0.267,0.293,-0.613,-0.683
5503.418,-4.384,176.678,14.973,0.027,-0.006,0.015,-1.0,-30.364,82.267,-1.952,0.455,0.305,0.166,-0.82,33.755,125.913,-24.012,-0.152,0.189,-0.614,-0.751
5517.09,-4.148,176.732,15.094,0.019,-0.003,0.007,-1.0,-29.91,85.595,-5.076,0.409,0.253,0.083,-0.873,30.37,116.818,-27.267,-0.086,0.032,-0.589,-0.803
5531.006,-3.889,176.831,15.19,0.008,-0.0,-0.002,-1.0,-30.016,91.085,-10.862,0.337,0.154,-0.047,-0.928,27.68,103.48,-28.964,0.125,-0.169,-0.515,-0.831
5544.922,-3.7,176.907,15.333,0.003,-0.003,-0.006,-1.0,-31.225,96.815,-17.119,0.261,0.097,-0.085,-0.957,25.452,89.868,-24.969,0.386,-0.329,-0.419,-0.753
5558.838,-3.609,176.928,15.548,0.006,-0.008,-0.002,-1.0,-33.437,103.35,-23.753,0.17,0.082,-0.015,-0.982,20.415,81.457,-15.539,0.532,-0.47,-0.229,-0.666
5572.51,-3.602,176.892,15.836,0.015,-0.014,0.011,-1.0,-35.483,108.827,-28.838,0.121,0.055,0.024,-0.991,14.017,81.9,-8.488,0.447,-0.577,-0.108,-0.675
5586.426,-3.648,176.771,16.214,0.03,-0.016,0.031,-0.999,-37.681,115.513,-33.658,0.065,0.03,0.044,-0.996,11.295,84.561,-3.35,0.433,-0.633,-0.049,-0.641
5600.586,-3.665,176.589,16.601,0.044,-0.014,0.045,-0.998,-39.566,123.162,-37.657,0.007,0.02,0.067,-0.998,11.49,88.023,0.281,0.46,-0.664,-0.033,-0.589
5616.211,-3.638,176.441,16.919,0.053,-0.01,0.05,-0.997,-41.004,130.378,-40.725,-0.046,0.008,0.084,-0.995,12.042,91.903,1.49,0.444,-0.693,-0.014,-0.567
5628.418,-3.616,176.398,17.148,0.055,-0.006,0.047,-0.997,-42.282,138.126,-42.862,-0.096,-0.011,0.097,-0.991,14.429,96.798,-0.642,0.422,-0.689,-0.036,-0.588
5641.846,-3.584,176.482,17.293,0.054,-0.004,0.044,-0.998,-43.43,145.806,-44.386,-0.148,-0.039,0.104,-0.983,16.49,99.923,-2.876,0.433,-0.678,-0.061,-0.591
5655.762,-3.542,176.67,17.356,0.047,-0.002,0.041,-0.998,-44.274,154.02,-44.434,-0.21,-0.077,0.09,-0.97,19.076,103.038,-6.881,0.431,-0.659,-0.126,-0.603
5669.434,-3.47,176.836,17.386,0.04,0.001,0.041,-0.998,-44.935,161.687,-43.766,-0.281,-0.113,0.061,-0.951,21.406,105.974,-12.851,0.396,-0.618,-0.225,-0.641
5683.35,-3.358,176.963,17.422,0.036,0.004,0.039,-0.999,-45.724,168.599,-42.594,-0.351,-0.158,0.034,-0.922,23.1,109.088,-18.039,0.371,-0.569,-0.283,-0.677
5697.754,-3.227,177.058,17.483,0.035,0.006,0.037,-0.999,-46.527,174.745,-40.625,-0.427,-0.216,0.03,-0.878,25.058,113.302,-23.446,0.356,-0.5,-0.325,-0.719
5711.914,-3.097,177.078,17.593,0.038,0.008,0.037,-0.999,-46.922,179.785,-36.619,-0.536,-0.295,0.067,-0.788,27.251,118.623,-27.981,0.334,-0.452,-0.379,-0.735
5725.342,-2.968,177.029,17.742,0.045,0.008,0.039,-0.998,-46.513,183.669,-32.677,-0.625,-0.349,0.118,-0.688,29.238,124.423,-31.328,0.304,-0.432,-0.445,-0.723
5739.502,-2.8,176.941,17.879,0.056,0.007,0.037,-0.998,-44.891,184.794,-28.106,-0.672,-0.41,0.215,-0.578,31.042,130.98,-34.392,0.272,-0.401,-0.513,-0.708
5753.174,-2.615,176.907,17.945,0.061,0.006,0.032,-0.998,-43.295,184.667,-24.351,-0.698,-0.459,0.247,-0.491,32.441,138.997,-37.815,0.22,-0.329,-0.582,-0.711
5767.09,-2.462,176.93,17.956,0.06,0.005,0.029,-0.998,-41.893,183.728,-21.493,-0.721,-0.484,0.232,-0.438,33.165,147.553,-41.343,0.137,-0.239,-0.642,-0.716
5780.762,-2.342,177.005,17.907,0.055,0.003,0.03,-0.998,-40.864,181.173,-19.856,-0.724,-0.499,0.181,-0.441,32.826,158.235,-44.505,-0.001,-0.112,-0.685,-0.72
5794.678,-2.251,177.097,17.832,0.051,0.0,0.03,-0.998,-40.214,177.94,-19.832,-0.729,-0.48,0.086,-0.482,31.909,170.541,-45.994,-0.169,0.057,-0.677,-0.714
5808.838,-2.168,177.139,17.788,0.049,-0.002,0.028,-0.998,-39.13,174.639,-21.023,-0.726,-0.445,0.013,-0.524,30.972,183.59,-44.234,-0.352,0.245,-0.583,-0.691
5822.51,-2.1,177.113,17.781,0.05,-0.006,0.024,-0.998,-37.52,171.285,-23.284,-0.706,-0.403,-0.021,-0.583,30.305,195.548,-38.08,-0.541,0.412,-0.406,-0.61
5836.67,-2.05,177.021,17.831,0.054,-0.009,0.019,-0.998,-35.655,167.581,-26.271,-0.66,-0.367,-0.035,-0.655,30.488,203.591,-27.798,-0.69,0.514,-0.162,-0.484
5850.098,-2.033,176.884,17.925,0.06,-0.012,0.017,-0.998,-33.543,163.096,-29.514,-0.591,-0.341,-0.035,-0.731,31.045,206.652,-17.355,0.774,-0.518,-0.056,0.359
5867.676,-2.05,176.719,18.035,0.066,-0.014,0.017,-0.998,-31.274,157.709,-32.307,-0.515,-0.325,-0.04,-0.792,30.869,203.984,-7.371,0.832,-0.426,-0.124,0.332
5878.418,-2.084,176.626,18.081,0.067,-0.015,0.018,-0.997,-28.833,152.019,-34.222,-0.457,-0.311,-0.058,-0.832,28.807,202.255,-1.86,0.868,-0.388,-0.05,0.306
5891.846,-2.115,176.577,18.082,0.063,-0.018,0.016,-0.998,-25.672,145.217,-35.629,-0.403,-0.284,-0.078,-0.867,25.501,199.848,1.566,0.899,-0.338,0.051,0.273
5905.518,-2.131,176.518,18.068,0.057,-0.021,0.013,-0.998,-22.138,138.426,-36.718,-0.339,-0.243,-0.084,-0.905,23.025,196.849,3.145,0.918,-0.288,0.095,0.257
5919.434,-2.149,176.402,18.09,0.055,-0.024,0.012,-0.998,-18.236,131.482,-37.511,-0.262,-0.183,-0.085,-0.944,22.073,194.988,3.96,0.911,-0.292,0.126,0.262
5932.861,-2.199,176.21,18.158,0.057,-0.027,0.013,-0.998,-13.658,124.136,-37.746,-0.173,-0.091,-0.095,-0.976,23.03,192.84,3.6,0.871,-0.368,0.099,0.31
5946.777,-2.261,176.013,18.239,0.064,-0.028,0.016,-0.997,-7.849,116.308,-36.797,-0.062,0.053,-0.111,-0.991,24.064,189.858,2.601,0.871,-0.346,0.008,0.348
5960.693,-2.338,175.866,18.269,0.067,-0.028,0.019,-0.997,-1.605,108.887,-33.463,0.048,0.227,-0.112,-0.966,24.05,187.389,1.177,0.881,-0.274,-0.052,0.383
5974.609,-2.421,175.806,18.205,0.064,-0.026,0.019,-0.997,1.644,104.698,-27.579,0.014,0.348,-0.031,-0.937,23.47,184.733,-0.591,0.886,-0.24,-0.062,0.392
5988.77,-2.494,175.774,18.069,0.057,-0.024,0.013,-0.998,3.173,102.068,-22.847,-0.097,0.413,0.062,-0.903,22.912,182.24,-3.226,0.871,-0.247,-0.036,0.423
6002.686,-2.574,175.785,17.862,0.05,-0.02,0.011,-0.998,4.063,98.633,-17.279,-0.134,0.501,0.125,-0.846,22.989,179.614,-7.436,0.819,-0.283,-0.003,0.5
6017.09,-2.675,175.808,17.644,0.046,-0.017,0.004,-0.999,3.906,93.742,-11.447,-0.012,0.575,0.038,-0.817,24.231,175.963,-12.953,0.728,-0.326,-0.034,0.602
6030.762,-2.806,175.782,17.47,0.045,-0.015,-0.005,-0.999,2.487,88.313,-5.653,0.184,0.596,0.001,-0.782,25.157,170.725,-20.263,-0.604,0.298,0.125,-0.728
6044.678,-2.96,175.698,17.384,0.049,-0.016,-0.01,-0.999,0.159,85.02,-0.789,0.286,0.588,0.009,-0.757,24.296,163.351,-28.377,-0.434,0.257,0.181,-0.844
6058.35,-3.107,175.571,17.395,0.056,-0.018,-0.014,-0.998,-1.95,83.736,2.865,0.268,0.621,0.06,-0.734,21.141,153.688,-36.0,-0.229,0.194,0.196,-0.934
6072.51,-3.209,175.489,17.455,0.062,-0.02,-0.017,-0.998,-4.038,83.404,5.561,0.201,0.668,0.116,-0.707,16.499,142.737,-41.262,-0.03,0.117,0.184,-0.975
6086.182,-3.272,175.494,17.498,0.064,-0.02,-0.019,-0.998,-6.835,82.589,7.691,0.227,0.682,0.133,-0.682,9.033,129.344,-42.735,0.152,-0.012,0.192,-0.969
6100.098,-3.308,175.607,17.509,0.06,-0.019,-0.017,-0.998,-9.884,81.935,8.732,0.275,0.666,0.137,-0.679,1.326,117.164,-39.924,0.318,-0.14,0.253,-0.903
6114.014,-3.327,175.754,17.496,0.052,-0.016,-0.013,-0.998,-12.364,81.413,9.205,0.289,0.655,0.156,-0.681,-5.62,107.568,-34.141,0.459,-0.243,0.326,-0.79
6127.93,-3.339,175.856,17.501,0.046,-0.013,-0.008,-0.999,-14.471,81.743,8.02,0.262,0.631,0.178,-0.708,-11.436,101.657,-25.329,0.543,-0.344,0.366,-0.673
6141.602,-3.362,175.944,17.549,0.043,-0.012,-0.003,-0.999,-16.283,82.016,6.595,0.247,0.598,0.19,-0.738,-13.758,99.503,-16.16,0.438,-0.532,0.181,-0.702
6155.518,-3.402,176.038,17.599,0.042,-0.011,0.002,-0.999,-18.12,82.186,5.501,0.249,0.562,0.19,-0.766,-12.07,96.459,-9.349,0.275,-0.654,-0.097,-0.698
6169.434,-3.455,176.209,17.603,0.039,-0.011,0.005,-0.999,-20.008,83.368,3.221,0.254,0.501,0.165,-0.811,-8.051,92.444,-4.795,0.261,-0.654,-0.239,-0.669
6183.35,-3.525,176.456,17.53,0.031,-0.012,0.006,-0.999,-21.842,84.686,1.577,0.254,0.463,0.141,-0.837,-3.702,90.818,-1.208,0.379,-0.613,-0.192,-0.666
6197.021,-3.61,176.685,17.453,0.021,-0.014,0.007,-1.0,-23.594,86.137,0.301,0.242,0.446,0.125,-0.853,-1.802,91.045,1.817,0.423,-0.615,-0.132,-0.652
6210.938,-3.726,176.847,17.383,0.014,-0.016,0.009,-1.0,-25.315,87.934,-0.923,0.222,0.445,0.122,-0.859,-0.698,93.783,3.716,0.332,-0.689,-0.132,-0.631
6224.609,-3.843,176.944,17.344,0.011,-0.017,0.013,-1.0,-27.146,89.698,-1.929,0.214,0.446,0.119,-0.861,0.771,97.281,5.692,0.279,-0.746,-0.087,-0.598
6238.281,-3.937,177.023,17.317,0.01,-0.016,0.016,-1.0,-29.107,91.44,-2.86,0.211,0.445,0.123,-0.862,2.918,100.674,6.398,0.318,-0.727,0.007,-0.609
6252.441,-3.999,177.114,17.295,0.008,-0.015,0.017,-1.0,-31.202,93.253,-3.716,0.209,0.443,0.132,-0.862,5.283,103.674,5.621,0.337,-0.692,0.068,-0.635
6266.602,-4.037,177.209,17.276,0.007,-0.014,0.016,-1.0,-33.383,94.973,-4.308,0.225,0.44,0.138,-0.858,7.927,106.187,3.844,0.298,-0.678,0.064,-0.669
6280.518,-4.069,177.295,17.28,0.006,-0.014,0.014,-1.0,-35.513,96.879,-4.682,0.24,0.438,0.145,-0.854,11.229,108.622,1.107,0.263,-0.632,0.067,-0.726
6294.189,-4.102,177.359,17.305,0.005,-0.014,0.013,-1.0,-37.405,98.811,-4.999,0.247,0.441,0.15,-0.85,15.095,110.686,-1.272,0.268,-0.577,0.068,-0.768
6308.35,-4.122,177.415,17.343,0.005,-0.015,0.012,-1.0,-39.094,101.013,-5.259,0.25,0.444,0.149,-0.847,19.509,113.18,-3.289,0.263,-0.534,0.069,-0.801
6322.021,-4.129,177.482,17.381,0.004,-0.017,0.011,-1.0,-40.52,103.442,-5.597,0.253,0.441,0.135,-0.85,24.308,115.87,-4.694,0.247,-0.513,0.041,-0.821
6335.693,-4.137,177.564,17.411,0.003,-0.018,0.011,-1.0,-41.679,106.219,-6.122,0.242,0.437,0.113,-0.859,29.372,118.836,-5.722,0.222,-0.506,-0.005,-0.834
6349.609,-4.16,177.66,17.436,0.001,-0.019,0.012,-1.0,-42.729,109.062,-6.761,0.226,0.43,0.094,-0.869,34.728,122.037,-6.754,0.204,-0.489,-0.047,-0.847
6363.281,-4.201,177.758,17.455,-0.001,-0.021,0.014,-1.0,-43.784,111.962,-7.424,0.205,0.426,0.08,-0.877,40.397,125.412,-8.193,0.19,-0.448,-0.085,-0.87
6377.441,-4.252,177.848,17.47,-0.002,-0.023,0.017,-1.0,-44.986,114.656,-8.058,0.188,0.422,0.079,-0.883,46.775,129.341,-10.513,0.161,-0.36,-0.132,-0.909
6391.357,-4.306,177.923,17.489,-0.003,-0.025,0.019,-1.0,-46.294,117.194,-8.611,0.175,0.419,0.089,-0.886,53.488,133.95,-13.009,0.115,-0.24,-0.162,-0.95
6405.029,-4.368,177.957,17.51,-0.003,-0.026,0.021,-0.999,-47.835,119.45,-8.997,0.169,0.417,0.111,-0.886,60.731,139.378,-15.038,0.055,-0.088,-0.176,-0.979
6418.945,-4.426,177.976,17.533,-0.003,-0.027,0.023,-0.999,-49.597,121.4,-9.248,0.177,0.411,0.133,-0.884,68.337,145.602,-15.85,-0.027,0.085,-0.178,-0.98
6433.105,-4.479,177.972,17.56,-0.001,-0.027,0.024,-0.999,-51.746,122.914,-9.315,0.197,0.401,0.166,-0.879,76.09,152.219,-14.78,-0.119,0.275,-0.161,-0.94
6447.021,-4.528,177.953,17.589,0.0,-0.026,0.023,-0.999,-54.086,124.279,-9.398,0.21,0.393,0.208,-0.871,83.483,158.577,-11.302,-0.208,0.467,-0.123,-0.85
6461.182,-4.577,177.931,17.618,0.002,-0.026,0.021,-0.999,-56.754,125.6,-9.675,0.225,0.373,0.245,-0.866,89.713,164.035,-5.925,-0.296,0.628,-0.059,-0.717
6474.854,-4.64,177.889,17.648,0.004,-0.026,0.019,-0.999,-59.742,127.002,-10.283,0.239,0.334,0.271,-0.871,93.666,167.871,3.511,-0.395,0.763,0.036,-0.511
6488.525,-4.728,177.825,17.686,0.005,-0.026,0.017,-1.0,-62.895,128.67,-11.232,0.234,0.287,0.302,-0.878,93.895,168.828,13.592,-0.494,0.81,0.144,-0.282
6503.418,-4.847,177.738,17.736,0.008,-0.027,0.014,-1.0,-66.155,130.909,-12.566,0.21,0.235,0.326,-0.892,90.498,167.56,22.274,-0.582,0.781,0.205,-0.093
6516.357,-4.964,177.642,17.792,0.011,-0.028,0.011,-0.999,-69.229,133.531,-14.233,0.165,0.163,0.341,-0.911,85.17,165.833,26.89,-0.638,0.75,0.171,-0.035
6530.029,-5.104,177.534,17.865,0.017,-0.027,0.01,-0.999,-72.472,136.751,-16.015,0.105,0.067,0.348,-0.929,80.824,165.988,28.609,-0.643,0.759,0.079,-0.064
6544.189,-5.25,177.445,17.924,0.022,-0.027,0.009,-0.999,-75.514,140.324,-17.509,0.031,-0.029,0.355,-0.934,77.687,167.663,27.292,-0.641,0.749,-0.023,-0.167
6558.105,-5.419,177.381,17.96,0.027,-0.027,0.01,-0.999,-78.565,144.515,-18.69,-0.065,-0.151,0.36,-0.918,76.103,169.138,24.701,-0.634,0.73,-0.056,-0.25
6572.021,-5.584,177.369,17.974,0.029,-0.027,0.011,-0.999,-81.852,148.772,-19.006,-0.153,-0.297,0.345,-0.877,74.774,170.043,21.612,-0.642,0.694,-0.054,-0.32
6585.938,-5.733,177.382,17.976,0.029,-0.026,0.013,-0.999,-85.266,152.765,-18.127,-0.229,-0.456,0.287,-0.81,73.053,170.065,18.666,-0.653,0.663,-0.037,-0.365
6599.609,-5.864,177.429,17.955,0.027,-0.025,0.014,-0.999,-88.384,156.249,-15.347,-0.299,-0.618,0.196,-0.7,70.724,169.228,15.43,-0.645,0.649,-0.032,-0.402
6613.77,-5.965,177.484,17.91,0.023,-0.025,0.012,-0.999,-90.098,158.599,-11.016,-0.352,-0.736,0.128,-0.565,68.232,168.507,11.928,-0.619,0.634,-0.057,-0.46
6627.441,-6.056,177.528,17.864,0.02,-0.025,0.009,-0.999,-90.132,159.735,-6.374,-0.382,-0.812,0.085,-0.432,65.154,167.852,7.858,-0.58,0.609,-0.128,-0.525
6642.578,-6.132,177.557,17.807,0.015,-0.026,0.006,-1.0,-87.853,159.616,-1.827,-0.397,-0.851,0.075,-0.336,61.692,166.563,3.285,-0.525,0.574,-0.214,-0.59
6655.273,-6.221,177.538,17.769,0.013,-0.027,0.006,-1.0,-84.079,159.903,0.621,-0.403,-0.857,0.144,-0.289,57.53,164.255,-1.642,-0.471,0.517,-0.315,-0.641
6669.189,-6.322,177.488,17.749,0.013,-0.027,0.009,-1.0,-80.15,161.227,0.621,-0.408,-0.825,0.262,-0.291,52.845,160.515,-6.675,-0.413,0.446,-0.427,-0.669
6682.861,-6.432,177.434,17.739,0.015,-0.027,0.012,-0.999,-76.952,162.606,-0.937,-0.43,-0.767,0.346,-0.328,47.712,155.059,-11.787,-0.345,0.36,-0.559,-0.663
6696.777,-6.548,177.393,17.736,0.016,-0.028,0.012,-0.999,-74.303,163.508,-2.992,-0.482,-0.695,0.379,-0.375,43.063,148.035,-16.979,-0.26,0.25,-0.669,-0.65
6710.938,-6.674,177.359,17.741,0.017,-0.03,0.012,-0.999,-71.76,163.877,-4.659,-0.543,-0.627,0.379,-0.41,39.131,138.368,-21.896,-0.149,0.126,-0.761,-0.618
6724.854,-6.818,177.306,17.76,0.018,-0.032,0.012,-0.999,-68.876,163.229,-6.713,-0.612,-0.538,0.348,-0.464,36.535,125.97,-25.153,-0.023,0.002,-0.787,-0.617
6738.525,-6.963,177.237,17.791,0.02,-0.034,0.013,-0.999,-66.033,162.152,-8.502,-0.649,-0.46,0.33,-0.508,34.014,113.543,-26.409,0.098,-0.128,-0.75,-0.641
6752.686,-7.11,177.147,17.841,0.021,-0.035,0.017,-0.999,-63.256,159.751,-11.171,-0.63,-0.398,0.345,-0.571,31.296,100.343,-24.8,0.234,-0.258,-0.652,-0.673
6766.602,-7.244,177.064,17.906,0.023,-0.034,0.021,-0.999,-60.772,156.851,-13.813,-0.585,-0.366,0.391,-0.609,28.062,86.947,-16.247,0.426,-0.349,-0.469,-0.69
6780.273,-7.374,176.995,17.979,0.024,-0.032,0.026,-0.999,-58.422,153.574,-16.255,-0.55,-0.333,0.42,-0.641,22.854,79.232,-8.446,0.495,-0.423,-0.357,-0.669
6793.701,-7.484,176.935,18.081,0.027,-0.03,0.03,-0.999,-56.154,149.029,-19.223,-0.508,-0.274,0.437,-0.689,16.153,76.048,-0.337,0.469,-0.54,-0.257,-0.65
6807.861,-7.549,176.896,18.182,0.028,-0.029,0.031,-0.999,-54.614,142.83,-22.786,-0.428,-0.219,0.432,-0.763,12.672,76.043,6.45,0.47,-0.603,-0.23,-0.603
6821.533,-7.592,176.88,18.259,0.027,-0.03,0.03,-0.999,-53.346,135.956,-26.197,-0.327,-0.167,0.394,-0.842,11.862,76.435,10.594,0.533,-0.557,-0.194,-0.606
6835.449,-7.605,176.898,18.307,0.024,-0.031,0.027,-0.999,-52.084,127.455,-29.205,-0.191,-0.124,0.336,-0.914,11.145,77.214,13.286,0.57,-0.536,-0.154,-0.603
6849.365,-7.626,176.933,18.328,0.019,-0.034,0.024,-0.999,-50.161,116.654,-30.846,-0.009,-0.082,0.253,-0.964,11.187,78.257,15.024,0.584,-0.549,-0.181,-0.57
6863.281,-7.653,176.963,18.348,0.016,-0.038,0.022,-0.999,-46.908,105.565,-30.17,0.174,-0.036,0.185,-0.966,11.153,79.791,16.09,0.617,-0.539,-0.172,-0.547
6877.197,-7.7,176.933,18.403,0.015,-0.043,0.023,-0.999,-42.368,96.466,-27.441,0.296,0.029,0.188,-0.936,10.532,82.01,16.189,0.618,-0.557,-0.154,-0.534
6892.578,-7.768,176.812,18.505,0.019,-0.047,0.026,-0.998,-37.027,90.799,-24.343,0.317,0.151,0.258,-0.9,10.113,85.058,15.568,0.618,-0.576,-0.127,-0.52
6906.25,-7.835,176.646,18.618,0.026,-0.049,0.029,-0.998,-32.622,89.029,-21.58,0.251,0.23,0.288,-0.895,10.179,88.957,13.642,0.612,-0.588,-0.094,-0.52
6920.166,-7.886,176.515,18.705,0.032,-0.051,0.029,-0.998,-30.485,86.543,-18.769,0.309,0.212,0.182,-0.909,11.172,92.9,10.296,0.605,-0.588,-0.085,-0.53
6933.594,-7.923,176.447,18.751,0.036,-0.051,0.026,-0.998,-29.569,85.462,-15.535,0.405,0.17,0.09,-0.894,12.801,96.263,4.971,0.564,-0.572,-0.127,-0.582
6947.754,-7.962,176.468,18.765,0.038,-0.05,0.024,-0.998,-28.519,86.567,-14.093,0.41,0.216,0.123,-0.878,14.661,99.383,-0.827,0.514,-0.54,-0.183,-0.641
6961.426,-7.996,176.54,18.777,0.041,-0.048,0.024,-0.998,-28.06,88.508,-14.644,0.384,0.242,0.158,-0.877,17.849,103.579,-8.544,0.45,-0.449,-0.275,-0.721
6974.854,-8.036,176.541,18.802,0.045,-0.046,0.025,-0.998,-28.148,90.184,-16.337,0.372,0.209,0.151,-0.892,20.78,108.926,-14.819,0.384,-0.365,-0.348,-0.773
6988.77,-8.065,176.47,18.834,0.051,-0.043,0.024,-0.998,-29.084,93.433,-19.826,0.336,0.154,0.14,-0.918,23.885,116.933,-19.967,0.302,-0.297,-0.436,-0.794
7001.953,-8.081,176.401,18.866,0.056,-0.041,0.019,-0.997,-29.393,96.283,-22.667,0.309,0.145,0.146,-0.929,26.14,125.007,-23.191,0.235,-0.253,-0.504,-0.792
7015.869,-8.069,176.374,18.878,0.06,-0.041,0.012,-0.997,-29.904,100.264,-26.355,0.257,0.148,0.171,-0.94,28.033,134.118,-25.128,0.168,-0.199,-0.568,-0.781
