,head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
745,-45.63389,213.99309999999997,18.08951,-0.01139052,-0.7192553,-0.07054462,-0.6910611,-75.31961,170.1952,12.685160000000002,0.07281362,-0.1290045,0.8016671,-0.579125,-71.82803,253.5806,-34.89386,-0.3110775,-0.1938066,0.09809276,-0.9252284,893.3333333333334
746,-45.57891,213.8063,18.445230000000002,-0.02078947,-0.7206128,-0.07996316,-0.6883973,-73.34756999999999,168.785,12.23108,0.08269567,-0.1122902,0.7802976,-0.6096623,-92.80859,255.5355,-32.87169,-0.2679377,-0.339417,-0.09275196,-0.896885,906.6666666666667
747,-45.420480000000005,213.66869999999997,18.63868,-0.025161,-0.724798,-0.08495712,-0.6832402,-71.37531,167.34009999999998,11.79654,0.07737481,-0.1151054,0.7719532,-0.6203644,-113.2927,249.4549,-27.405459999999998,-0.2714349,-0.4150887,-0.3477288,-0.7956816,920.0
748,-45.32056,213.71669999999997,18.62717,-0.02095265,-0.7279378,-0.08561452,-0.6799542,-69.43986,165.9003,11.33763,0.05289277,-0.1352291,0.7668712,-0.6251591,-126.8932,235.3049,-19.798959999999997,-0.3454064,-0.4804211,-0.5025153,-0.6303717,933.3333333333334
749,-45.67633,214.1736,18.38842,-0.02035093,-0.7272319,-0.08745197,-0.6804939,-67.50381,164.5031,10.918600000000001,0.01588679,-0.1587206,0.7450984,-0.6475985,-129.7655,217.7144,-14.165230000000001,-0.3614252,-0.3698898,-0.7189771,-0.4643549,946.6666666666667
750,-46.26675,214.9699,18.209249999999997,-0.03637435,-0.7264361,-0.09696207,-0.6793863,-65.71937,163.1135,10.45524,-0.01055795,-0.2015298,0.6805878,-0.7043256,-124.2269,204.2914,-10.96213,-0.4243139,-0.1174462,-0.8977985,0.01103942,960.0
751,-47.07007,215.3531,18.64236,-0.06627075,-0.7269301,-0.1047417,-0.6754332,-64.19837000000001,161.6995,9.977922,-0.01429048,-0.2365033,0.5815173,-0.7782671,-117.1741,203.53949999999998,-9.359919999999999,-0.5572259,0.1727968,-0.8079742,0.08257352,973.3333333333334
752,-47.29996,214.81940000000003,19.60652,-0.0833869,-0.7272007,-0.08626813,-0.6758578,-62.99882,160.3157,9.562063,-0.003645629,-0.2407937,0.4962065,-0.8341368,-114.6351,207.3928,-4.099303,-0.6614551,-0.0449475,-0.47678,-0.5771809,986.6666666666667
753,-47.1154,214.19830000000002,20.227719999999998,-0.07552974,-0.7270618,-0.05303881,-0.6803405,-62.167790000000004,158.9621,9.184191,0.01756151,-0.2495956,0.4653249,-0.8490385,-113.548,207.3509,0.22112730000000003,-0.3673885,-0.4465786,-0.1573229,-0.8005265,1000.0
754,-47.29457,214.04610000000002,19.93824,-0.06466624,-0.7290291,-0.0325482,-0.6806434,-61.56836,157.6115,8.922207,0.02473268,-0.263073,0.4913712,-0.8299007,-112.84639999999999,206.0931,1.4599739999999999,-0.3313723,-0.4498118,-0.2576453,-0.7883404,1013.3333333333334
755,-47.632960000000004,213.7946,19.26897,-0.07182909,-0.7341954,-0.03211281,-0.6743638,-61.151489999999995,156.3324,8.817455,0.0288361,-0.2936947,0.5186704,-0.8024294,-112.8998,204.2459,1.1637929999999999,-0.3708605,-0.3920727,-0.337385,-0.771306,1026.6666666666667
756,-47.42711,212.986,18.76739,-0.08479141,-0.7377211,-0.04624963,-0.668161,-60.762139999999995,155.1261,8.90418,0.04255096,-0.3455531,0.510556,-0.7862028,-113.7105,200.73020000000002,0.6485403,-0.3293666,-0.406693,-0.3859291,-0.7597216,1040.0
757,-47.34149,212.19389999999999,18.69552,-0.08641299,-0.7387641,-0.06004615,-0.6656988,-60.18981,154.00990000000002,9.181899,0.05169142,-0.3889083,0.4758266,-0.7871894,-114.6624,195.7825,0.7353246,-0.3101518,-0.4399647,-0.4708363,-0.6989637,1053.3333333333335
758,-47.439530000000005,211.79649999999998,18.98339,-0.07553627,-0.736958,-0.06178747,-0.6688569,-59.390209999999996,153.038,9.499091,0.05627488,-0.4191148,0.4197918,-0.8030883,-115.1251,190.5587,1.14187,-0.3443154,-0.4284365,-0.5893097,-0.5921175,1066.6666666666667
759,-47.4937,211.79899999999998,19.24151,-0.05813837,-0.733717,-0.05123149,-0.675022,-58.47504,152.22549999999998,9.785803999999999,0.05649257,-0.4378187,0.3556671,-0.8237865,-114.757,186.1557,1.36137,-0.3770855,-0.419913,-0.6592799,-0.4968196,1080.0
760,-47.60692,212.0616,19.349230000000002,-0.04159884,-0.7296364,-0.04046199,-0.6813686,-57.59454,151.47729999999999,10.012649999999999,0.05183709,-0.4537819,0.3072207,-0.8348714,-113.92040000000001,183.2171,1.09728,-0.3898722,-0.4356253,-0.6654697,-0.464091,1093.3333333333335
761,-47.962880000000006,212.40359999999998,19.27638,-0.03759908,-0.724422,-0.03822088,-0.6872687,-56.792069999999995,150.8357,10.24553,0.05478408,-0.4669725,0.2853104,-0.8351845,-113.06540000000001,181.4634,0.2907872,-0.3753397,-0.4373595,-0.667279,-0.471779,1106.6666666666667
762,-48.17166,212.5496,19.38022,-0.04705658,-0.7201512,-0.04502775,-0.6907535,-56.12918,150.1782,10.4583,0.06512433,-0.4758677,0.2829995,-0.8301927,-112.4546,180.5555,-0.6163418,-0.3549984,-0.439638,-0.6612684,-0.4933748,1120.0
763,-48.330709999999996,212.48260000000002,19.94693,-0.06220671,-0.717733,-0.05515023,-0.6913379,-55.61866,149.4962,10.62165,0.08149468,-0.4841652,0.2847516,-0.8233221,-112.1283,180.2584,-1.540381,-0.3411474,-0.4333424,-0.6371186,-0.5384354,1133.3333333333335
764,-48.50669,212.2538,20.589969999999997,-0.07066182,-0.7197127,-0.05822247,-0.6882084,-55.21154000000001,148.859,10.756350000000001,0.09928835,-0.4913048,0.2783847,-0.8193066,-111.9024,179.8402,-2.2428690000000002,-0.3323852,-0.4284698,-0.6100607,-0.5777194,1146.6666666666667
765,-48.46418,211.92000000000002,20.99418,-0.06999017,-0.7264624,-0.05522468,-0.6813986,-54.85384,148.363,10.84875,0.1126132,-0.4965918,0.2645915,-0.8189664,-111.3902,179.485,-2.903789,-0.3321073,-0.4236348,-0.586166,-0.6055145,1160.0
766,-48.341440000000006,211.7549,21.02353,-0.0631362,-0.7344967,-0.05395335,-0.6735113,-54.53310999999999,148.0371,10.95458,0.1226815,-0.5011914,0.2552361,-0.8176863,-110.6167,178.4964,-3.383309,-0.3384772,-0.4149699,-0.5930429,-0.6012763,1173.3333333333335
