delta_time_ms,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,drawing
587198.0,-115.712,10.458,-331.599,0.275,-0.599,0.005,0.752,0.994
587221.0,-117.934,7.859,-327.466,0.296,-0.608,-0.005,0.737,1.0
587243.0,-117.824,9.246,-319.384,0.28,-0.603,0.013,0.747,1.0
587266.0,-117.679,10.603,-310.062,0.269,-0.6,0.015,0.753,1.0
587277.0,-116.874,11.266,-305.191,0.268,-0.599,0.012,0.754,1.0
587288.0,-116.451,11.388,-300.081,0.271,-0.598,0.005,0.755,1.0
587310.0,-115.546,11.58,-290.071,0.274,-0.595,-0.0,0.755,1.0
587332.0,-114.815,10.378,-280.597,0.281,-0.593,0.0,0.755,1.0
587355.0,-114.761,8.88,-270.914,0.285,-0.589,0.01,0.756,1.0
587377.0,-114.654,10.765,-261.287,0.278,-0.588,0.009,0.76,1.0
587388.0,-114.496,11.74,-256.302,0.277,-0.587,0.006,0.761,1.0
587399.0,-114.519,12.372,-251.197,0.277,-0.585,0.004,0.762,1.0
587411.0,-114.439,13.014,-246.002,0.276,-0.583,0.002,0.764,1.0
587422.0,-114.249,13.801,-240.998,0.275,-0.579,0.002,0.767,1.0
587433.0,-114.534,14.101,-235.991,0.277,-0.577,0.0,0.769,1.0
587456.0,-115.18,14.705,-227.064,0.279,-0.577,-0.008,0.767,1.0
587478.0,-115.868,14.72,-218.529,0.283,-0.575,-0.016,0.767,1.0
587489.0,-115.701,13.891,-213.61,0.288,-0.571,-0.019,0.768,1.0
587500.0,-115.503,13.198,-208.565,0.292,-0.566,-0.022,0.77,1.0
587511.0,-114.565,11.797,-203.054,0.297,-0.558,-0.023,0.774,1.0
587522.0,-114.24,10.597,-197.844,0.3,-0.552,-0.023,0.777,1.0
587544.0,-112.826,9.808,-188.84,0.299,-0.545,-0.014,0.783,1.0
587567.0,-110.623,8.94,-180.757,0.301,-0.537,-0.006,0.788,1.0
587589.0,-105.714,8.235,-174.208,0.303,-0.53,0.003,0.792,0.922
587600.0,-102.079,8.356,-170.986,0.302,-0.525,0.009,0.795,0.318
587891.0,35.395,-14.033,-117.423,0.313,-0.292,-0.173,0.887,0.041
587903.0,31.767,-17.172,-118.003,0.327,-0.292,-0.19,0.878,0.282
587925.0,24.485,-17.956,-117.868,0.331,-0.289,-0.2,0.876,1.0
587936.0,19.683,-18.483,-116.596,0.334,-0.282,-0.208,0.875,1.0
587948.0,14.318,-17.952,-115.014,0.331,-0.278,-0.214,0.876,1.0
587959.0,8.947,-16.891,-114.022,0.329,-0.277,-0.221,0.876,1.0
587970.0,-0.565,-13.903,-112.953,0.323,-0.284,-0.218,0.876,1.0
587981.0,-8.625,-12.483,-111.956,0.322,-0.289,-0.218,0.875,1.0
587993.0,-19.655,-10.813,-111.842,0.324,-0.301,-0.216,0.87,1.0
588003.0,-31.88,-8.963,-111.98,0.327,-0.317,-0.217,0.863,1.0
588014.0,-43.111,-7.574,-112.557,0.329,-0.33,-0.217,0.858,1.0
588026.0,-55.199,-5.411,-113.077,0.329,-0.345,-0.212,0.853,1.0
588037.0,-67.318,-2.387,-113.649,0.325,-0.361,-0.203,0.85,1.0
588048.0,-78.438,0.083,-114.692,0.322,-0.374,-0.196,0.848,1.0
588059.0,-88.882,2.542,-115.156,0.318,-0.385,-0.189,0.846,1.0
588070.0,-99.316,4.83,-115.523,0.315,-0.394,-0.182,0.844,1.0
588081.0,-109.325,6.392,-116.11,0.313,-0.403,-0.177,0.842,1.0
588093.0,-118.416,7.413,-116.791,0.313,-0.411,-0.171,0.839,1.0
588104.0,-127.7,7.942,-117.994,0.314,-0.418,-0.165,0.836,1.0
588115.0,-136.68,8.321,-119.049,0.316,-0.428,-0.16,0.832,1.0
588127.0,-145.845,8.817,-120.66,0.317,-0.437,-0.155,0.828,1.0
588137.0,-154.716,8.877,-122.453,0.318,-0.446,-0.148,0.823,1.0
588149.0,-162.923,8.132,-124.906,0.321,-0.455,-0.138,0.819,1.0
588161.0,-170.86,7.899,-127.371,0.323,-0.464,-0.13,0.814,1.0
588172.0,-178.096,7.998,-130.223,0.324,-0.474,-0.12,0.81,1.0
588183.0,-185.209,8.319,-133.215,0.324,-0.483,-0.11,0.806,1.0
588194.0,-190.894,8.748,-137.104,0.322,-0.491,-0.098,0.803,1.0
588205.0,-195.001,9.544,-141.166,0.32,-0.499,-0.084,0.801,0.97
588216.0,-197.712,10.588,-145.334,0.316,-0.505,-0.07,0.8,0.505
588227.0,-200.253,11.053,-149.501,0.313,-0.51,-0.06,0.799,0.137
589010.0,-262.429,22.482,-211.373,0.253,-0.661,0.042,0.705,0.216
589020.0,-257.985,21.235,-199.433,0.248,-0.645,0.037,0.722,1.0
589032.0,-253.265,20.771,-183.892,0.247,-0.624,0.016,0.741,1.0
589044.0,-241.599,20.265,-163.683,0.253,-0.589,-0.012,0.767,1.0
589054.0,-230.924,16.98,-144.256,0.261,-0.549,-0.04,0.793,1.0
589066.0,-221.365,15.835,-127.381,0.266,-0.516,-0.062,0.812,1.0
589077.0,-207.69,13.269,-111.045,0.276,-0.484,-0.092,0.825,1.0
589088.0,-193.839,11.411,-97.322,0.281,-0.459,-0.114,0.835,1.0
589099.0,-177.871,11.566,-83.589,0.278,-0.435,-0.12,0.848,1.0
589111.0,-163.528,10.963,-72.213,0.275,-0.411,-0.122,0.861,1.0
589121.0,-149.194,9.926,-61.82,0.274,-0.387,-0.125,0.871,1.0
589132.0,-135.574,9.638,-55.924,0.274,-0.363,-0.131,0.881,1.0
589144.0,-123.053,8.685,-48.507,0.276,-0.347,-0.135,0.886,1.0
589154.0,-113.254,8.85,-46.021,0.273,-0.339,-0.14,0.89,1.0
589166.0,-103.872,9.64,-40.448,0.268,-0.334,-0.141,0.893,1.0
589177.0,-100.144,12.691,-39.268,0.261,-0.347,-0.127,0.892,1.0
589188.0,-94.84,13.15,-41.067,0.258,-0.349,-0.113,0.894,1.0
589211.0,-90.052,17.209,-44.578,0.251,-0.367,-0.038,0.895,1.0
589222.0,-87.635,18.688,-49.649,0.242,-0.374,-0.007,0.895,0.33
589669.0,183.509,3.785,66.482,0.273,-0.159,-0.109,0.943,0.107
589680.0,183.314,7.003,70.142,0.259,-0.158,-0.117,0.946,1.0
589691.0,177.904,7.16,74.067,0.267,-0.172,-0.14,0.938,1.0
589702.0,172.595,5.433,77.108,0.276,-0.183,-0.151,0.931,1.0
589713.0,160.138,0.218,77.265,0.299,-0.205,-0.136,0.922,1.0
589725.0,149.03,-1.935,78.985,0.307,-0.223,-0.127,0.916,1.0
589735.0,135.84,-3.819,78.022,0.313,-0.247,-0.116,0.91,1.0
589747.0,121.583,-4.383,75.941,0.313,-0.272,-0.108,0.904,1.0
589758.0,101.856,-4.156,72.87,0.311,-0.298,-0.098,0.897,1.0
589769.0,85.096,-3.539,67.131,0.31,-0.327,-0.084,0.889,1.0
589781.0,67.594,-2.688,59.885,0.308,-0.356,-0.064,0.88,1.0
589791.0,48.581,-1.503,52.757,0.305,-0.384,-0.044,0.87,1.0
589803.0,30.042,-0.46,41.678,0.299,-0.418,-0.014,0.858,1.0
589814.0,11.651,0.4,28.416,0.291,-0.453,0.015,0.843,1.0
589825.0,-6.709,2.206,13.991,0.284,-0.486,0.04,0.826,1.0
589836.0,-21.678,2.585,-1.639,0.276,-0.515,0.063,0.809,1.0
589848.0,-35.107,2.36,-16.64,0.269,-0.539,0.083,0.794,1.0
589859.0,-47.467,3.123,-30.983,0.264,-0.555,0.096,0.783,0.891
589870.0,-56.617,2.421,-45.007,0.258,-0.568,0.108,0.774,0.626
590116.0,-143.182,-34.32,-323.813,0.293,-0.589,0.028,0.752,1.0
590127.0,-150.995,-30.671,-343.297,0.285,-0.616,0.021,0.734,1.0
590138.0,-159.917,-27.393,-361.199,0.282,-0.638,0.017,0.717,1.0
590149.0,-167.293,-23.753,-382.762,0.279,-0.66,0.02,0.697,1.0
590160.0,-174.183,-21.842,-403.308,0.277,-0.683,0.034,0.675,1.0
590172.0,-179.947,-19.623,-425.299,0.267,-0.707,0.059,0.652,1.0
590182.0,-184.401,-17.575,-446.644,0.249,-0.728,0.092,0.632,1.0
590194.0,-188.076,-15.248,-467.266,0.23,-0.747,0.119,0.612,1.0
590205.0,-189.536,-12.916,-487.828,0.209,-0.761,0.146,0.597,1.0
590216.0,-191.139,-10.16,-506.272,0.194,-0.774,0.159,0.582,1.0
590227.0,-192.002,-5.644,-523.193,0.18,-0.788,0.162,0.566,1.0
590239.0,-191.687,-1.908,-541.577,0.168,-0.802,0.164,0.55,1.0
590250.0,-189.707,1.339,-559.497,0.154,-0.815,0.17,0.533,1.0
590261.0,-188.231,3.828,-576.503,0.14,-0.827,0.179,0.514,1.0
590272.0,-186.001,5.365,-592.995,0.13,-0.837,0.19,0.496,1.0
590283.0,-182.8,5.744,-608.745,0.124,-0.845,0.2,0.48,1.0
590295.0,-179.798,6.328,-623.819,0.115,-0.852,0.211,0.466,1.0
590306.0,-175.165,5.483,-637.904,0.099,-0.855,0.23,0.455,0.964
590320.0,-170.83,5.882,-652.739,0.085,-0.861,0.244,0.439,0.964
590328.0,-165.207,5.74,-666.134,0.074,-0.866,0.256,0.422,0.505
590339.0,-159.113,5.861,-678.761,0.066,-0.872,0.266,0.406,0.505
590350.0,-153.803,6.67,-690.086,0.06,-0.876,0.272,0.394,0.005
662463.0,-747.871,359.126,-190.697,-0.071,0.158,0.011,0.985,0.161
662508.0,-748.679,364.194,-190.942,-0.024,0.165,0.004,0.986,1.0
662542.0,-754.027,367.232,-188.84,0.004,0.218,-0.001,0.976,1.0
662565.0,-760.195,368.556,-185.391,0.016,0.282,-0.005,0.959,1.0
662575.0,-763.938,367.503,-182.775,0.007,0.323,-0.002,0.946,1.0
662598.0,-769.644,364.708,-177.609,-0.018,0.391,0.008,0.92,1.0
662620.0,-773.182,359.428,-172.778,-0.062,0.442,0.031,0.895,1.0
662631.0,-773.906,355.246,-170.512,-0.097,0.459,0.05,0.882,1.0
662642.0,-773.172,349.73,-168.855,-0.144,0.464,0.076,0.871,1.0
662654.0,-771.138,342.171,-166.059,-0.209,0.467,0.115,0.851,1.0
662665.0,-767.9,335.679,-163.669,-0.269,0.461,0.149,0.832,1.0
662676.0,-762.009,329.577,-163.186,-0.338,0.419,0.171,0.825,1.0
662687.0,-754.618,325.621,-165.057,-0.398,0.336,0.16,0.838,1.0
662698.0,-748.039,323.299,-166.362,-0.443,0.252,0.131,0.851,1.0
662709.0,-740.423,323.579,-170.337,-0.453,0.131,0.067,0.88,1.0
662721.0,-732.157,325.492,-174.177,-0.431,0.009,0.004,0.902,1.0
662732.0,-723.006,329.041,-177.18,-0.383,-0.105,-0.044,0.917,1.0
662742.0,-715.313,334.23,-179.515,-0.318,-0.186,-0.064,0.928,1.0
662754.0,-709.899,340.325,-181.471,-0.25,-0.233,-0.062,0.938,1.0
662766.0,-707.497,347.541,-184.095,-0.178,-0.246,-0.046,0.952,1.0
662776.0,-706.509,353.023,-185.598,-0.126,-0.249,-0.033,0.96,1.0
662787.0,-705.964,358.279,-186.584,-0.078,-0.251,-0.02,0.965,1.0
662799.0,-707.606,363.777,-188.133,-0.027,-0.231,-0.006,0.972,1.0
662810.0,-709.887,369.569,-189.226,0.026,-0.208,0.006,0.978,1.0
662821.0,-713.348,375.904,-189.859,0.085,-0.175,0.015,0.981,1.0
662832.0,-718.489,382.264,-189.891,0.147,-0.128,0.019,0.981,1.0
662843.0,-723.375,388.022,-188.77,0.204,-0.082,0.017,0.975,1.0
662854.0,-729.952,393.246,-186.787,0.258,-0.016,0.004,0.966,1.0
662866.0,-736.566,397.399,-183.856,0.302,0.056,-0.018,0.951,1.0
662877.0,-743.28,399.94,-180.524,0.328,0.136,-0.048,0.934,1.0
662888.0,-749.751,401.048,-176.971,0.335,0.218,-0.08,0.913,1.0
662900.0,-754.491,401.577,-173.599,0.334,0.282,-0.106,0.893,1.0
662910.0,-759.237,400.56,-170.873,0.315,0.343,-0.123,0.876,1.0
662921.0,-763.012,399.338,-168.397,0.295,0.391,-0.134,0.861,1.0
662943.0,-768.217,396.291,-165.198,0.256,0.453,-0.138,0.843,1.0
662955.0,-771.374,393.047,-163.915,0.222,0.483,-0.128,0.837,1.0
662977.0,-777.169,384.475,-161.182,0.142,0.537,-0.092,0.827,1.0
662988.0,-780.509,375.794,-158.999,0.07,0.569,-0.049,0.818,1.0
663001.0,-781.695,366.383,-157.977,-0.003,0.582,0.002,0.813,1.0
663011.0,-780.666,357.757,-158.596,-0.07,0.573,0.049,0.815,1.0
663022.0,-777.912,350.159,-160.442,-0.132,0.546,0.088,0.823,1.0
663034.0,-773.677,346.237,-165.62,-0.171,0.487,0.098,0.851,1.0
663044.0,-767.257,342.792,-171.849,-0.211,0.404,0.096,0.885,1.0
663055.0,-758.166,339.609,-177.811,-0.252,0.297,0.082,0.917,1.0
663067.0,-748.155,334.501,-179.543,-0.314,0.191,0.065,0.928,1.0
663078.0,-736.249,333.31,-181.771,-0.334,0.055,0.019,0.941,1.0
663089.0,-728.208,336.596,-184.391,-0.297,-0.036,-0.011,0.954,1.0
663100.0,-724.736,342.457,-187.544,-0.235,-0.069,-0.017,0.969,1.0
663111.0,-724.364,348.683,-190.235,-0.172,-0.07,-0.012,0.982,1.0
663123.0,-724.695,354.924,-192.135,-0.112,-0.065,-0.007,0.992,1.0
663134.0,-729.492,361.765,-193.644,-0.047,-0.019,-0.001,0.999,1.0
663145.0,-735.123,367.845,-193.779,0.01,0.034,-0.0,0.999,1.0
663159.0,-741.87,374.374,-192.328,0.072,0.099,-0.007,0.992,1.0
663167.0,-749.136,378.625,-189.464,0.111,0.172,-0.02,0.979,1.0
663178.0,-754.93,381.817,-186.009,0.139,0.235,-0.034,0.961,1.0
663190.0,-761.004,383.973,-181.446,0.156,0.305,-0.051,0.938,1.0
663202.0,-766.402,384.244,-176.779,0.155,0.371,-0.063,0.914,1.0
663211.0,-771.184,383.595,-171.777,0.144,0.433,-0.071,0.887,1.0
663223.0,-774.71,382.254,-167.451,0.129,0.482,-0.072,0.863,1.0
663234.0,-777.405,380.06,-163.886,0.107,0.521,-0.066,0.844,1.0
663256.0,-780.251,372.754,-160.91,0.047,0.556,-0.031,0.83,1.0
663268.0,-779.707,367.39,-163.001,0.005,0.54,-0.003,0.842,1.0
663279.0,-775.921,360.059,-169.08,-0.055,0.481,0.03,0.875,1.0
663290.0,-763.538,345.107,-177.189,-0.195,0.346,0.074,0.915,1.0
663301.0,-736.653,336.859,-184.404,-0.294,0.057,0.017,0.954,1.0
663313.0,-718.11,340.817,-185.198,-0.25,-0.141,-0.037,0.957,1.0
663323.0,-706.685,348.092,-183.929,-0.173,-0.254,-0.046,0.951,1.0
663335.0,-702.597,352.293,-182.99,-0.131,-0.293,-0.041,0.946,1.0
663346.0,-699.494,357.402,-182.188,-0.084,-0.322,-0.029,0.943,1.0
663358.0,-699.229,362.163,-182.78,-0.041,-0.321,-0.014,0.946,1.0
663368.0,-701.673,369.282,-184.719,0.023,-0.294,0.007,0.956,1.0
663380.0,-703.106,376.247,-184.715,0.086,-0.282,0.025,0.955,1.0
663391.0,-711.631,387.165,-185.667,0.192,-0.203,0.041,0.959,1.0
663402.0,-724.704,397.022,-183.943,0.298,-0.074,0.023,0.952,1.0
663413.0,-739.628,403.276,-178.518,0.368,0.099,-0.039,0.924,1.0
663424.0,-755.969,404.279,-169.336,0.358,0.321,-0.133,0.866,1.0
663435.0,-765.533,401.198,-162.611,0.303,0.451,-0.166,0.823,1.0
663446.0,-770.849,398.826,-156.383,0.263,0.533,-0.179,0.784,1.0
663458.0,-774.4,396.012,-151.886,0.227,0.587,-0.176,0.757,1.0
663480.0,-776.915,393.049,-148.873,0.196,0.621,-0.165,0.741,1.0
663502.0,-778.287,391.552,-144.651,0.177,0.658,-0.163,0.714,1.0
663513.0,-777.754,386.876,-157.39,0.158,0.565,-0.111,0.802,1.0
663524.0,-756.851,342.133,-180.466,-0.229,0.273,0.067,0.932,1.0
663535.0,-706.193,328.743,-168.007,-0.361,-0.337,-0.142,0.858,1.0
663547.0,-695.404,339.628,-168.874,-0.238,-0.424,-0.116,0.866,1.0
663558.0,-689.818,348.915,-168.581,-0.15,-0.465,-0.08,0.869,1.0
663570.0,-689.009,361.908,-172.405,-0.041,-0.449,-0.021,0.893,1.0
663580.0,-690.637,372.586,-174.329,0.05,-0.427,0.023,0.903,1.0
663592.0,-697.368,383.8,-177.846,0.151,-0.359,0.059,0.919,1.0
663603.0,-701.755,392.297,-176.725,0.233,-0.328,0.084,0.911,1.0
663614.0,-707.442,399.786,-174.821,0.314,-0.286,0.1,0.9,1.0
663626.0,-723.939,407.959,-173.531,0.426,-0.102,0.048,0.897,1.0
663636.0,-738.6,410.824,-169.658,0.466,0.107,-0.057,0.876,1.0
663648.0,-751.421,411.886,-160.559,0.448,0.337,-0.187,0.807,1.0
663659.0,-759.216,410.112,-154.042,0.388,0.474,-0.245,0.751,1.0
663670.0,-764.465,407.233,-150.684,0.336,0.542,-0.251,0.728,1.0
663692.0,-770.63,402.271,-146.26,0.27,0.613,-0.235,0.704,1.0
663716.0,-770.61,401.304,-150.774,0.274,0.576,-0.213,0.74,1.0
663727.0,-771.711,398.197,-155.545,0.255,0.544,-0.178,0.779,1.0
663737.0,-730.91,382.576,-191.565,0.151,-0.005,0.001,0.989,1.0
663748.0,-702.172,353.724,-183.224,-0.118,-0.295,-0.037,0.947,1.0
663760.0,-691.542,352.414,-172.863,-0.123,-0.429,-0.059,0.893,1.0
663770.0,-691.373,365.945,-175.726,-0.007,-0.414,-0.003,0.91,1.0
663782.0,-695.014,378.17,-177.803,0.1,-0.377,0.041,0.92,1.0
663793.0,-701.827,388.71,-179.114,0.2,-0.316,0.068,0.925,1.0
663804.0,-705.41,396.306,-176.525,0.276,-0.297,0.09,0.91,1.0
663816.0,-717.299,406.556,-173.105,0.402,-0.187,0.084,0.892,1.0
663826.0,-728.268,410.874,-170.325,0.469,-0.048,0.025,0.881,1.0
663837.0,-744.824,412.029,-165.297,0.473,0.216,-0.121,0.846,1.0
663850.0,-756.5,410.977,-156.474,0.412,0.427,-0.229,0.771,1.0
663860.0,-764.893,407.265,-149.124,0.331,0.559,-0.259,0.715,1.0
663871.0,-769.572,403.421,-146.392,0.281,0.607,-0.243,0.702,1.0
663893.0,-772.565,400.494,-140.558,0.237,0.668,-0.239,0.664,1.0
663916.0,-772.342,400.423,-145.645,0.251,0.626,-0.223,0.704,1.0
663927.0,-770.505,400.415,-153.887,0.273,0.55,-0.196,0.764,1.0
663938.0,-748.353,395.836,-182.02,0.28,0.185,-0.055,0.94,1.0
663950.0,-700.45,361.992,-183.762,-0.043,-0.307,-0.014,0.951,1.0
663960.0,-690.26,363.869,-174.329,-0.025,-0.429,-0.012,0.903,1.0
663972.0,-692.021,377.793,-174.755,0.095,-0.415,0.044,0.904,1.0
663984.0,-694.758,384.787,-174.832,0.158,-0.394,0.069,0.903,1.0
663994.0,-700.591,394.515,-174.072,0.252,-0.352,0.099,0.896,1.0
664005.0,-705.25,402.939,-169.683,0.341,-0.336,0.132,0.868,1.0
664017.0,-712.761,411.281,-163.118,0.447,-0.301,0.163,0.826,1.0
664027.0,-728.532,417.051,-157.891,0.579,-0.069,0.049,0.811,1.0
664039.0,-739.252,418.252,-151.647,0.583,0.243,-0.188,0.753,1.0
664050.0,-751.852,415.887,-140.316,0.388,0.595,-0.398,0.581,1.0
664062.0,-757.606,412.517,-133.58,0.3,0.692,-0.394,0.526,1.0
664072.0,-762.526,408.722,-130.624,0.257,0.728,-0.356,0.527,1.0
664095.0,-765.042,404.972,-125.262,0.21,0.776,-0.329,0.496,1.0
664129.0,-755.539,410.46,-122.37,0.205,0.795,-0.416,0.392,1.0
664139.0,-728.018,418.59,-129.357,-0.091,0.774,-0.616,-0.114,1.0
664151.0,-694.137,402.76,-152.695,0.293,-0.55,0.214,0.752,1.0
664162.0,-681.627,377.16,-156.283,0.079,-0.59,0.058,0.801,1.0
664173.0,-682.464,373.276,-160.518,0.051,-0.559,0.034,0.827,1.0
664184.0,-684.463,378.778,-162.683,0.096,-0.534,0.061,0.838,1.0
664195.0,-687.469,387.279,-162.612,0.167,-0.517,0.104,0.833,1.0
664206.0,-691.156,395.149,-160.84,0.236,-0.506,0.146,0.816,1.0
664218.0,-701.844,408.528,-155.295,0.37,-0.477,0.231,0.763,1.0
664229.0,-714.549,415.052,-155.427,0.49,-0.351,0.224,0.766,1.0
664240.0,-723.387,418.758,-148.736,0.578,-0.302,0.243,0.718,1.0
664252.0,-737.952,419.517,-138.299,0.372,0.621,-0.544,0.424,1.0
664262.0,-747.159,417.268,-134.942,0.333,0.666,-0.481,0.462,1.0
664273.0,-752.656,414.827,-132.308,0.299,0.7,-0.443,0.473,1.0
664284.0,-757.269,411.866,-129.347,0.264,0.734,-0.406,0.477,1.0
664307.0,-762.271,406.461,-123.3,0.205,0.789,-0.353,0.459,1.0
664329.0,-761.879,403.076,-116.567,0.159,0.838,-0.33,0.404,1.0
664340.0,-757.993,403.846,-113.38,0.141,0.859,-0.349,0.347,1.0
664351.0,-726.7,406.898,-106.205,-0.028,0.908,-0.413,-0.062,1.0
664363.0,-678.706,372.916,-137.418,0.04,-0.728,0.042,0.683,1.0
664374.0,-679.952,362.176,-153.445,-0.034,-0.617,-0.027,0.786,1.0
664385.0,-682.121,365.544,-160.769,-0.009,-0.559,-0.006,0.829,1.0
664396.0,-684.265,372.957,-164.656,0.05,-0.523,0.031,0.85,1.0
664407.0,-685.935,380.93,-164.499,0.115,-0.514,0.07,0.847,1.0
664419.0,-690.058,389.077,-165.757,0.187,-0.481,0.106,0.85,1.0
664429.0,-693.475,394.329,-165.945,0.237,-0.456,0.127,0.848,1.0
664441.0,-697.873,402.64,-161.281,0.315,-0.457,0.177,0.813,1.0
664452.0,-704.818,409.891,-157.072,0.397,-0.436,0.223,0.776,1.0
664463.0,-714.702,416.019,-152.089,0.492,-0.391,0.262,0.733,1.0
664474.0,-726.698,419.632,-144.859,0.603,-0.315,0.28,0.678,1.0
664486.0,-737.263,419.658,-139.138,0.4,0.597,-0.533,0.448,1.0
664496.0,-748.131,416.849,-133.887,0.319,0.681,-0.478,0.454,1.0
664508.0,-756.972,412.152,-129.693,0.268,0.73,-0.409,0.478,1.0
664519.0,-762.589,407.988,-127.918,0.238,0.751,-0.356,0.502,1.0
664530.0,-764.454,405.318,-124.695,0.209,0.78,-0.334,0.487,1.0
664552.0,-763.019,404.076,-119.68,0.178,0.817,-0.334,0.436,1.0
664564.0,-741.646,411.221,-113.354,0.084,0.867,-0.467,0.155,1.0
664575.0,-699.099,406.912,-127.573,0.231,-0.756,0.344,0.507,1.0
664586.0,-679.693,372.185,-152.069,0.04,-0.627,0.032,0.778,1.0
664597.0,-680.527,366.983,-156.382,0.002,-0.595,0.001,0.804,1.0
664610.0,-684.047,378.364,-162.124,0.092,-0.54,0.06,0.834,1.0
664619.0,-687.655,385.046,-164.975,0.15,-0.501,0.089,0.848,1.0
664630.0,-694.183,395.27,-166.008,0.246,-0.451,0.131,0.848,1.0
664642.0,-699.983,403.978,-162.29,0.334,-0.433,0.176,0.819,1.0
664653.0,-708.65,410.135,-161.685,0.419,-0.358,0.185,0.813,1.0
664664.0,-718.729,415.261,-158.788,0.516,-0.255,0.164,0.801,1.0
664675.0,-724.744,417.763,-154.637,0.581,-0.18,0.134,0.782,1.0
664687.0,-733.646,419.584,-147.319,0.651,0.121,-0.106,0.741,1.0
664698.0,-738.249,419.569,-142.425,0.517,0.467,-0.409,0.589,1.0
664709.0,-744.703,418.342,-139.592,0.413,0.584,-0.453,0.532,1.0
664720.0,-751.504,415.775,-135.035,0.331,0.667,-0.441,0.501,1.0
664732.0,-755.715,412.535,-128.402,0.258,0.742,-0.422,0.453,1.0
664743.0,-759.689,408.397,-123.288,0.211,0.788,-0.379,0.438,1.0
664754.0,-758.483,406.776,-118.318,0.175,0.825,-0.373,0.386,1.0
664766.0,-750.733,405.296,-109.495,0.107,0.885,-0.379,0.25,1.0
664776.0,-699.791,388.6,-103.978,-0.073,0.917,-0.197,-0.34,1.0
664788.0,-680.941,350.079,-137.98,-0.109,-0.718,-0.115,0.678,1.0
664800.0,-681.531,349.957,-148.821,-0.121,-0.64,-0.104,0.751,1.0
664810.0,-681.657,356.293,-156.615,-0.08,-0.588,-0.058,0.803,1.0
664821.0,-682.123,364.89,-160.866,-0.015,-0.558,-0.01,0.829,1.0
664832.0,-683.549,371.75,-163.607,0.04,-0.534,0.025,0.844,1.0
664843.0,-683.52,376.201,-162.087,0.075,-0.543,0.049,0.835,1.0
664866.0,-686.296,383.836,-163.366,0.138,-0.519,0.085,0.839,1.0
664877.0,-687.368,388.064,-161.839,0.173,-0.523,0.109,0.828,1.0
664887.0,-689.83,394.214,-159.609,0.225,-0.523,0.145,0.809,1.0
664900.0,-693.713,400.588,-157.269,0.282,-0.516,0.185,0.787,1.0
664910.0,-701.739,409.802,-151.008,0.369,-0.518,0.263,0.725,1.0
664921.0,-712.395,416.355,-144.909,0.438,-0.52,0.354,0.643,1.0
664933.0,-727.036,419.771,-137.606,0.304,-0.662,0.597,0.337,1.0
664944.0,-739.659,418.041,-128.849,0.178,0.762,-0.576,0.236,1.0
664955.0,-748.95,414.016,-123.456,0.199,0.789,-0.479,0.328,1.0
664967.0,-753.761,409.052,-117.268,0.164,0.833,-0.411,0.332,1.0
664980.0,-756.506,404.079,-112.171,0.133,0.867,-0.354,0.325,1.0
664992.0,-754.874,396.04,-102.936,0.078,0.922,-0.276,0.262,1.0
665020.0,-716.415,368.479,-89.721,-0.002,0.99,-0.016,-0.143,1.0
665035.0,-681.191,354.493,-128.024,-0.071,-0.784,-0.091,0.61,1.0
665045.0,-678.673,359.463,-142.298,-0.049,-0.696,-0.048,0.715,1.0
665056.0,-678.538,365.383,-147.106,-0.01,-0.664,-0.009,0.748,1.0
665067.0,-680.075,376.361,-151.287,0.07,-0.63,0.057,0.771,1.0
665078.0,-680.802,381.326,-148.81,0.105,-0.644,0.09,0.753,1.0
665089.0,-682.71,385.848,-150.889,0.141,-0.621,0.115,0.762,1.0
665102.0,-684.362,390.089,-149.756,0.173,-0.622,0.143,0.75,1.0
665114.0,-687.26,396.145,-145.841,0.215,-0.638,0.192,0.714,1.0
665123.0,-691.261,401.724,-142.801,0.254,-0.646,0.241,0.678,1.0
665134.0,-698.334,408.46,-138.338,0.295,-0.66,0.318,0.613,1.0
665145.0,-707.666,413.61,-131.795,0.29,-0.707,0.421,0.488,1.0
665156.0,-719.174,416.48,-125.999,-0.192,0.776,-0.532,-0.28,1.0
665168.0,-728.963,415.956,-120.415,-0.034,0.831,-0.553,-0.051,1.0
665179.0,-737.208,413.691,-116.173,0.059,0.853,-0.509,0.098,1.0
665192.0,-742.024,409.536,-110.791,0.075,0.881,-0.442,0.15,1.0
665203.0,-736.784,403.13,-102.194,0.025,0.928,-0.366,0.064,1.0
665213.0,-729.801,396.385,-96.518,-0.005,0.957,-0.29,-0.018,1.0
665223.0,-715.63,381.189,-91.991,-0.021,0.978,-0.135,-0.155,1.0
665235.0,-691.633,364.026,-105.469,0.01,0.912,0.023,-0.41,1.0
665246.0,-683.744,353.528,-121.022,-0.069,-0.825,-0.104,0.551,1.0
665260.0,-682.166,349.197,-130.527,-0.105,-0.765,-0.13,0.622,1.0
665269.0,-680.488,351.325,-137.977,-0.1,-0.719,-0.106,0.68,1.0
665279.0,-679.396,355.866,-144.731,-0.075,-0.677,-0.07,0.729,1.0
665290.0,-678.957,361.361,-148.501,-0.038,-0.653,-0.033,0.756,1.0
