head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
-17.84,-2.02,-30.8,-0.181,0.128,-0.025,0.975,-46.43,-29.26,-39.85,0.359,0.28,-0.192,0.869,-0.68,-19.03,-51.84,0.476,-0.075,0.474,0.737,3535
-17.73,-2.04,-30.78,-0.181,0.129,-0.025,0.975,-48.15,-28.72,-38.45,0.361,0.323,-0.177,0.857,0.74,-19.07,-51.13,0.472,-0.095,0.466,0.743,3563
-17.61,-2.07,-30.76,-0.183,0.13,-0.026,0.974,-49.43,-28.08,-37.02,0.369,0.356,-0.171,0.841,1.77,-19.39,-50.45,0.467,-0.103,0.47,0.742,3590
-17.49,-2.1,-30.71,-0.184,0.132,-0.026,0.974,-50.12,-27.38,-35.69,0.381,0.377,-0.163,0.828,2.57,-19.89,-49.86,0.46,-0.108,0.476,0.742,3617
-17.38,-2.16,-30.65,-0.187,0.134,-0.025,0.973,-50.41,-26.75,-34.6,0.393,0.389,-0.165,0.817,3.34,-20.53,-49.44,0.446,-0.114,0.479,0.747,3646
-17.25,-2.25,-30.56,-0.19,0.138,-0.024,0.972,-50.14,-26.2,-33.9,0.405,0.386,-0.168,0.812,3.86,-21.41,-49.19,0.43,-0.113,0.478,0.757,3674
-17.13,-2.36,-30.45,-0.195,0.142,-0.023,0.97,-49.67,-25.85,-33.54,0.416,0.378,-0.157,0.812,4.19,-22.39,-49.07,0.415,-0.108,0.468,0.772,3702
-17.0,-2.51,-30.31,-0.201,0.147,-0.022,0.968,-49.15,-25.64,-33.41,0.426,0.365,-0.135,0.817,4.3,-23.49,-49.09,0.404,-0.099,0.449,0.791,3731
-16.87,-2.66,-30.17,-0.206,0.152,-0.021,0.966,-48.43,-25.65,-33.65,0.434,0.345,-0.097,0.826,4.44,-24.56,-49.16,0.394,-0.091,0.428,0.809,3756
-16.74,-2.79,-30.05,-0.21,0.158,-0.02,0.965,-47.52,-25.86,-34.22,0.44,0.318,-0.052,0.838,4.32,-25.96,-49.64,0.379,-0.077,0.396,0.833,3783
-16.61,-2.92,-29.93,-0.214,0.163,-0.018,0.963,-46.18,-26.38,-35.28,0.438,0.283,-0.017,0.853,3.93,-27.48,-50.2,0.359,-0.061,0.382,0.85,3812
-16.47,-3.08,-29.77,-0.219,0.169,-0.015,0.961,-44.73,-26.98,-36.37,0.43,0.255,-0.004,0.866,2.89,-28.86,-50.59,0.347,-0.04,0.401,0.847,3840
-16.32,-3.22,-29.64,-0.223,0.175,-0.012,0.959,-43.21,-27.72,-37.52,0.416,0.239,-0.009,0.877,1.8,-29.74,-50.7,0.349,-0.025,0.414,0.84,3868
-16.19,-3.34,-29.5,-0.228,0.181,-0.01,0.957,-41.92,-28.47,-38.49,0.401,0.23,-0.009,0.887,0.77,-30.29,-50.72,0.352,-0.01,0.396,0.848,3896
-16.06,-3.46,-29.33,-0.232,0.187,-0.009,0.954,-40.77,-29.17,-39.27,0.387,0.223,0.001,0.895,-0.37,-30.69,-50.69,0.356,0.014,0.363,0.861,3924
-15.95,-3.52,-29.21,-0.234,0.193,-0.009,0.953,-39.7,-29.68,-39.8,0.381,0.211,0.019,0.9,-1.62,-30.89,-50.54,0.362,0.041,0.341,0.867,3952
-15.84,-3.55,-29.1,-0.234,0.198,-0.008,0.952,-38.81,-30.04,-40.15,0.379,0.204,0.033,0.902,-2.62,-30.91,-50.37,0.369,0.054,0.33,0.867,3981
-15.74,-3.57,-28.99,-0.236,0.203,-0.008,0.95,-38.1,-30.34,-40.44,0.375,0.201,0.043,0.904,-3.53,-31.0,-50.25,0.374,0.064,0.322,0.867,4008
-15.64,-3.61,-28.93,-0.236,0.208,-0.006,0.949,-37.55,-30.51,-40.59,0.372,0.201,0.046,0.905,-4.54,-31.03,-50.04,0.38,0.084,0.318,0.865,4035
-15.57,-3.65,-28.88,-0.237,0.212,-0.005,0.948,-37.05,-30.65,-40.66,0.369,0.199,0.047,0.906,-5.35,-31.04,-49.82,0.385,0.099,0.314,0.862,4064
-15.51,-3.71,-28.84,-0.239,0.214,-0.005,0.947,-36.59,-30.81,-40.67,0.367,0.195,0.049,0.908,-5.89,-31.02,-49.67,0.39,0.107,0.31,0.86,4092
-15.46,-3.79,-28.82,-0.242,0.217,-0.004,0.946,-36.25,-30.98,-40.58,0.363,0.193,0.048,0.91,-6.16,-30.98,-49.62,0.393,0.109,0.308,0.859,4120
-15.44,-3.86,-28.81,-0.244,0.22,-0.002,0.944,-35.96,-31.17,-40.43,0.36,0.19,0.045,0.913,-6.34,-31.0,-49.63,0.394,0.108,0.308,0.859,4149
-15.41,-3.91,-28.81,-0.246,0.224,-0.001,0.943,-35.7,-31.37,-40.28,0.357,0.186,0.043,0.914,-6.61,-31.09,-49.58,0.395,0.113,0.307,0.858,4173
-15.4,-3.96,-28.83,-0.248,0.226,0.0,0.942,-35.66,-31.57,-40.02,0.355,0.187,0.042,0.915,-6.8,-31.21,-49.54,0.395,0.12,0.306,0.858,4200
-15.43,-4.0,-28.84,-0.251,0.229,0.001,0.941,-35.79,-31.78,-39.76,0.352,0.191,0.041,0.915,-6.8,-31.33,-49.54,0.394,0.123,0.303,0.859,4229
-15.47,-4.03,-28.85,-0.252,0.234,0.002,0.939,-36.03,-32.01,-39.52,0.348,0.196,0.04,0.916,-6.68,-31.45,-49.64,0.392,0.121,0.303,0.86,4258
-15.54,-4.06,-28.86,-0.254,0.239,0.004,0.937,-36.25,-32.21,-39.3,0.343,0.203,0.038,0.916,-6.59,-31.63,-49.73,0.389,0.12,0.306,0.861,4286
-15.65,-4.08,-28.86,-0.256,0.246,0.005,0.935,-36.52,-32.32,-39.04,0.342,0.21,0.034,0.915,-6.49,-31.85,-49.85,0.385,0.123,0.308,0.861,4315
-15.76,-4.1,-28.88,-0.257,0.252,0.006,0.933,-36.71,-32.39,-38.81,0.342,0.214,0.032,0.914,-6.42,-32.08,-49.98,0.382,0.125,0.309,0.862,4342
-15.89,-4.13,-28.89,-0.259,0.259,0.007,0.931,-36.94,-32.47,-38.63,0.34,0.218,0.033,0.914,-6.38,-32.26,-50.09,0.38,0.127,0.312,0.862,4370
-16.03,-4.16,-28.89,-0.261,0.265,0.008,0.928,-37.11,-32.51,-38.47,0.34,0.221,0.035,0.914,-6.33,-32.41,-50.22,0.378,0.128,0.313,0.862,4398
-16.14,-4.18,-28.91,-0.262,0.271,0.009,0.926,-37.2,-32.48,-38.36,0.341,0.221,0.034,0.913,-6.32,-32.53,-50.35,0.377,0.128,0.314,0.862,4425
-16.26,-4.2,-28.94,-0.263,0.275,0.01,0.925,-37.26,-32.47,-38.31,0.34,0.22,0.033,0.914,-6.39,-32.6,-50.47,0.376,0.131,0.315,0.862,4453
-16.36,-4.21,-28.98,-0.264,0.279,0.011,0.923,-37.28,-32.43,-38.31,0.341,0.219,0.032,0.914,-6.51,-32.65,-50.56,0.376,0.133,0.315,0.861,4482
-16.45,-4.2,-29.04,-0.264,0.281,0.012,0.923,-37.36,-32.36,-38.32,0.342,0.219,0.035,0.913,-6.71,-32.62,-50.63,0.377,0.136,0.314,0.861,4509
-16.52,-4.17,-29.11,-0.263,0.281,0.012,0.923,-37.43,-32.3,-38.34,0.344,0.219,0.038,0.912,-6.9,-32.55,-50.71,0.379,0.137,0.312,0.861,4537
-16.56,-4.13,-29.2,-0.262,0.28,0.013,0.924,-37.44,-32.28,-38.42,0.344,0.218,0.038,0.912,-7.15,-32.44,-50.77,0.381,0.138,0.308,0.861,4566
-16.58,-4.08,-29.29,-0.26,0.277,0.014,0.925,-37.45,-32.2,-38.53,0.347,0.216,0.038,0.912,-7.41,-32.37,-50.83,0.382,0.14,0.306,0.861,4593
-16.59,-4.04,-29.39,-0.259,0.274,0.014,0.926,-37.52,-32.17,-38.6,0.35,0.216,0.042,0.911,-7.7,-32.3,-50.9,0.384,0.141,0.304,0.86,4620
-16.58,-4.01,-29.49,-0.258,0.27,0.014,0.927,-37.62,-32.2,-38.72,0.35,0.216,0.049,0.91,-8.0,-32.21,-50.95,0.386,0.142,0.303,0.86,4649
-16.56,-4.0,-29.59,-0.258,0.266,0.014,0.929,-37.71,-32.15,-38.77,0.357,0.215,0.055,0.907,-8.27,-32.14,-51.01,0.387,0.143,0.301,0.86,4677
-16.54,-3.99,-29.68,-0.258,0.262,0.014,0.93,-37.75,-32.11,-38.81,0.366,0.207,0.072,0.905,-8.52,-32.08,-51.05,0.389,0.144,0.299,0.86,4705
-16.53,-3.98,-29.77,-0.259,0.258,0.013,0.931,-37.65,-32.12,-38.96,0.367,0.197,0.08,0.906,-8.79,-32.05,-51.06,0.39,0.146,0.297,0.859,4734
-16.52,-3.99,-29.84,-0.259,0.254,0.012,0.932,-37.57,-32.06,-39.11,0.368,0.201,0.052,0.907,-9.07,-32.05,-51.05,0.39,0.15,0.296,0.859,4758
-16.52,-3.99,-29.9,-0.26,0.251,0.012,0.932,-37.37,-32.09,-39.27,0.368,0.2,0.02,0.908,-9.3,-32.05,-51.02,0.391,0.152,0.295,0.858,4786
-16.54,-3.98,-29.95,-0.26,0.248,0.012,0.933,-37.6,-32.23,-39.47,0.364,0.215,-0.001,0.906,-9.46,-32.02,-50.99,0.391,0.153,0.295,0.858,4815
-16.57,-3.95,-30.0,-0.26,0.247,0.012,0.933,-38.25,-32.55,-39.69,0.353,0.233,0.015,0.906,-9.58,-32.01,-50.94,0.391,0.156,0.293,0.859,4843
-16.62,-3.92,-30.06,-0.259,0.246,0.012,0.934,-38.53,-32.75,-39.84,0.35,0.231,0.033,0.907,-9.64,-32.0,-50.91,0.391,0.158,0.291,0.859,4871
-16.68,-3.88,-30.12,-0.257,0.245,0.011,0.935,-38.41,-32.75,-39.96,0.351,0.217,0.033,0.91,-9.63,-32.02,-50.93,0.39,0.157,0.291,0.859,4900
-16.75,-3.85,-30.18,-0.256,0.245,0.01,0.935,-38.05,-32.49,-39.97,0.358,0.199,0.034,0.912,-9.54,-32.09,-51.0,0.388,0.155,0.294,0.86,4928
-16.82,-3.84,-30.25,-0.256,0.244,0.009,0.935,-38.02,-32.3,-40.0,0.358,0.196,0.05,0.911,-9.45,-32.19,-51.07,0.386,0.154,0.297,0.86,4956
-16.88,-3.84,-30.31,-0.257,0.243,0.009,0.935,-37.86,-32.03,-40.0,0.363,0.187,0.062,0.91,-9.34,-32.33,-51.16,0.383,0.154,0.3,0.86,4984
-16.95,-3.86,-30.36,-0.258,0.242,0.01,0.935,-37.6,-31.77,-39.97,0.373,0.175,0.064,0.909,-9.24,-32.45,-51.25,0.38,0.153,0.304,0.86,5011
-17.01,-3.89,-30.42,-0.26,0.241,0.01,0.935,-37.58,-31.65,-39.98,0.378,0.178,0.058,0.907,-9.14,-32.55,-51.32,0.378,0.152,0.307,0.86,5038
-17.07,-3.91,-30.46,-0.261,0.24,0.01,0.935,-37.66,-31.64,-40.06,0.379,0.182,0.059,0.906,-9.06,-32.62,-51.38,0.376,0.151,0.309,0.86,5067
-17.13,-3.92,-30.5,-0.262,0.239,0.01,0.935,-37.83,-31.69,-40.12,0.379,0.186,0.068,0.904,-9.01,-32.66,-51.41,0.375,0.151,0.31,0.86,5093
-17.19,-3.92,-30.55,-0.263,0.239,0.01,0.935,-38.01,-31.79,-40.23,0.376,0.191,0.073,0.904,-8.96,-32.68,-51.44,0.374,0.151,0.311,0.86,5121
-17.25,-3.9,-30.59,-0.263,0.238,0.01,0.935,-38.13,-31.84,-40.29,0.375,0.197,0.069,0.903,-8.9,-32.66,-51.47,0.373,0.149,0.312,0.861,5150
-17.27,-3.9,-30.62,-0.263,0.238,0.01,0.935,-38.15,-31.84,-40.31,0.376,0.197,0.066,0.903,-8.87,-32.65,-51.49,0.373,0.148,0.312,0.861,5163
-17.27,-3.9,-30.61,-0.263,0.238,0.009,0.935,-38.12,-31.83,-40.29,0.376,0.196,0.064,0.903,-8.86,-32.62,-51.5,0.373,0.148,0.312,0.861,5179
-17.3,-3.89,-30.65,-0.263,0.237,0.009,0.935,-38.09,-31.79,-40.28,0.377,0.193,0.062,0.904,-8.79,-32.61,-51.55,0.372,0.145,0.312,0.862,5206
-17.34,-3.89,-30.7,-0.263,0.236,0.009,0.935,-38.11,-31.76,-40.28,0.377,0.192,0.061,0.904,-8.72,-32.62,-51.61,0.37,0.143,0.313,0.863,5222
-17.36,-3.89,-30.72,-0.264,0.236,0.009,0.935,-38.13,-31.74,-40.26,0.377,0.191,0.061,0.904,-8.68,-32.63,-51.65,0.37,0.142,0.314,0.863,5232
-17.36,-3.89,-30.71,-0.264,0.236,0.009,0.935,-38.15,-31.72,-40.21,0.377,0.191,0.062,0.904,-8.68,-32.65,-51.66,0.369,0.142,0.315,0.863,5245
-17.37,-3.91,-30.73,-0.264,0.235,0.009,0.935,-38.26,-31.64,-40.09,0.379,0.192,0.062,0.903,-8.61,-32.73,-51.75,0.366,0.14,0.316,0.864,5272
-17.41,-3.93,-30.77,-0.265,0.235,0.008,0.935,-38.43,-31.53,-39.94,0.381,0.194,0.062,0.902,-8.47,-32.85,-51.9,0.36,0.137,0.32,0.866,5286
-17.44,-3.95,-30.8,-0.267,0.234,0.008,0.935,-38.71,-31.34,-39.68,0.386,0.199,0.057,0.899,-8.27,-33.03,-52.08,0.353,0.132,0.327,0.867,5313
-17.47,-3.98,-30.84,-0.268,0.233,0.008,0.935,-38.97,-31.13,-39.41,0.392,0.203,0.05,0.896,-7.92,-33.31,-52.34,0.34,0.125,0.334,0.87,5329
-17.5,-4.01,-30.9,-0.27,0.233,0.008,0.934,-39.54,-30.67,-38.77,0.406,0.21,0.037,0.889,-7.32,-33.73,-52.67,0.322,0.113,0.345,0.874,5353
-17.5,-4.0,-30.91,-0.27,0.232,0.008,0.935,-39.99,-30.6,-38.5,0.405,0.213,0.044,0.888,-7.04,-33.85,-52.62,0.324,0.109,0.35,0.872,5380
-17.52,-4.02,-30.98,-0.271,0.231,0.008,0.934,-40.9,-30.32,-37.85,0.41,0.225,0.045,0.883,-6.37,-34.27,-52.72,0.313,0.101,0.359,0.874,5404
-17.52,-4.05,-31.04,-0.272,0.23,0.008,0.934,-41.85,-30.12,-37.18,0.414,0.242,0.039,0.877,-5.68,-34.79,-52.79,0.3,0.094,0.362,0.878,5429
-17.51,-4.09,-31.1,-0.273,0.229,0.009,0.934,-42.64,-30.04,-36.65,0.413,0.255,0.032,0.874,-5.1,-35.38,-52.81,0.288,0.092,0.366,0.88,5457
-17.49,-4.12,-31.17,-0.274,0.227,0.01,0.935,-43.28,-30.02,-36.2,0.411,0.265,0.021,0.872,-4.66,-35.94,-52.74,0.28,0.094,0.369,0.881,5483
-17.46,-4.15,-31.25,-0.274,0.225,0.01,0.935,-43.76,-30.04,-35.83,0.409,0.271,0.013,0.871,-4.34,-36.47,-52.64,0.273,0.097,0.372,0.882,5510
-17.43,-4.19,-31.32,-0.276,0.223,0.01,0.935,-44.1,-30.15,-35.58,0.406,0.277,0.013,0.871,-4.16,-36.88,-52.51,0.269,0.101,0.378,0.88,5539
-17.4,-4.24,-31.38,-0.277,0.221,0.01,0.935,-44.39,-30.23,-35.34,0.404,0.281,0.016,0.87,-4.21,-37.14,-52.3,0.27,0.109,0.382,0.877,5566
-17.35,-4.29,-31.44,-0.279,0.22,0.011,0.935,-44.4,-30.36,-35.29,0.402,0.28,0.021,0.871,-4.26,-37.32,-52.14,0.269,0.114,0.382,0.877,5594
-17.32,-4.33,-31.48,-0.281,0.218,0.01,0.935,-44.23,-30.48,-35.35,0.4,0.279,0.02,0.873,-4.41,-37.36,-52.04,0.269,0.117,0.379,0.878,5622
-17.28,-4.36,-31.52,-0.282,0.216,0.01,0.935,-44.0,-30.57,-35.44,0.398,0.276,0.015,0.875,-4.52,-37.41,-51.98,0.269,0.119,0.377,0.878,5650
-17.23,-4.38,-31.55,-0.283,0.215,0.01,0.935,-43.61,-30.67,-35.61,0.396,0.271,0.011,0.877,-4.76,-37.34,-51.97,0.271,0.12,0.374,0.879,5678
-17.19,-4.4,-31.57,-0.284,0.215,0.009,0.934,-43.23,-30.78,-35.77,0.395,0.266,0.012,0.879,-4.99,-37.24,-52.0,0.273,0.119,0.371,0.88,5707
-17.15,-4.41,-31.58,-0.285,0.214,0.009,0.934,-42.92,-30.91,-35.87,0.395,0.262,0.016,0.88,-5.22,-37.13,-52.01,0.275,0.118,0.367,0.881,5734
-17.11,-4.42,-31.6,-0.285,0.215,0.009,0.934,-42.66,-31.07,-35.97,0.394,0.262,0.02,0.881,-5.5,-37.03,-52.03,0.277,0.118,0.363,0.882,5762
-17.09,-4.41,-31.61,-0.285,0.215,0.008,0.934,-42.45,-31.3,-36.09,0.391,0.261,0.027,0.882,-5.8,-36.97,-52.0,0.279,0.12,0.36,0.882,5791
-17.07,-4.41,-31.62,-0.285,0.215,0.008,0.934,-42.25,-31.56,-36.24,0.387,0.26,0.032,0.884,-6.12,-36.94,-51.96,0.282,0.124,0.357,0.882,5818
-17.04,-4.43,-31.62,-0.285,0.216,0.008,0.934,-42.0,-31.8,-36.43,0.383,0.258,0.026,0.887,-6.39,-36.92,-51.92,0.284,0.127,0.354,0.882,5846
-17.03,-4.45,-31.61,-0.286,0.216,0.008,0.934,-41.74,-32.0,-36.6,0.379,0.256,0.016,0.889,-6.63,-36.92,-51.87,0.285,0.131,0.352,0.882,5875
-17.0,-4.46,-31.61,-0.286,0.216,0.008,0.933,-41.48,-32.15,-36.8,0.374,0.253,0.008,0.893,-6.83,-36.95,-51.8,0.286,0.136,0.35,0.882,5902
-16.97,-4.47,-31.6,-0.287,0.216,0.008,0.933,-41.34,-32.27,-36.95,0.368,0.254,0.006,0.895,-6.96,-36.99,-51.74,0.286,0.141,0.348,0.882,5929
-16.96,-4.47,-31.58,-0.287,0.217,0.008,0.933,-41.21,-32.41,-37.16,0.359,0.251,0.018,0.899,-7.03,-37.05,-51.71,0.286,0.145,0.348,0.881,5958
-16.94,-4.45,-31.57,-0.287,0.217,0.008,0.933,-41.0,-32.52,-37.35,0.354,0.247,0.027,0.901,-7.03,-37.11,-51.7,0.286,0.147,0.349,0.88,5986
-16.93,-4.42,-31.55,-0.286,0.218,0.008,0.933,-40.74,-32.58,-37.55,0.353,0.244,0.03,0.903,-6.92,-37.16,-51.75,0.285,0.147,0.351,0.88,6013
-16.92,-4.38,-31.54,-0.284,0.218,0.008,0.934,-40.58,-32.71,-37.73,0.35,0.242,0.041,0.904,-6.81,-37.22,-51.83,0.284,0.146,0.353,0.879,6042
-16.9,-4.36,-31.53,-0.283,0.218,0.008,0.934,-40.58,-32.93,-37.95,0.344,0.245,0.056,0.905,-6.72,-37.25,-51.89,0.284,0.145,0.355,0.879,6067
-16.89,-4.34,-31.53,-0.282,0.219,0.008,0.934,-40.4,-32.95,-38.09,0.349,0.242,0.06,0.903,-6.6,-37.24,-51.98,0.283,0.143,0.356,0.879,6094
-16.88,-4.34,-31.53,-0.282,0.218,0.008,0.934,-40.08,-32.79,-38.15,0.359,0.232,0.063,0.902,-6.53,-37.2,-52.05,0.283,0.142,0.356,0.879,6123
-16.86,-4.34,-31.55,-0.282,0.217,0.008,0.934,-39.85,-32.6,-38.26,0.363,0.225,0.07,0.901,-6.49,-37.15,-52.1,0.284,0.141,0.357,0.879,6147
-16.84,-4.34,-31.57,-0.282,0.216,0.008,0.935,-39.68,-32.31,-38.35,0.367,0.221,0.073,0.901,-6.47,-37.03,-52.13,0.285,0.139,0.356,0.879,6174
-16.83,-4.35,-31.59,-0.283,0.215,0.008,0.935,-39.47,-32.06,-38.45,0.37,0.213,0.076,0.901,-6.49,-36.92,-52.13,0.286,0.138,0.355,0.879,6203
-16.81,-4.35,-31.6,-0.283,0.214,0.008,0.935,-39.46,-31.86,-38.49,0.374,0.213,0.077,0.899,-6.56,-36.83,-52.11,0.288,0.138,0.353,0.88,6231
-16.81,-4.34,-31.63,-0.282,0.214,0.008,0.935,-39.66,-31.82,-38.63,0.369,0.223,0.074,0.899,-6.62,-36.79,-52.09,0.289,0.139,0.351,0.88,6260
-16.82,-4.33,-31.65,-0.282,0.214,0.007,0.935,-39.75,-31.74,-38.68,0.372,0.224,0.076,0.898,-6.68,-36.79,-52.09,0.289,0.139,0.351,0.879,6289
-16.81,-4.34,-31.66,-0.282,0.214,0.007,0.935,-39.81,-31.75,-38.67,0.374,0.221,0.079,0.897,-6.73,-36.84,-52.09,0.289,0.14,0.352,0.879,6317
-16.81,-4.33,-31.69,-0.282,0.214,0.006,0.935,-39.81,-31.68,-38.74,0.376,0.22,0.081,0.896,-6.78,-36.85,-52.09,0.289,0.14,0.352,0.88,6331
-16.82,-4.33,-31.69,-0.282,0.214,0.007,0.935,-39.82,-31.71,-38.75,0.375,0.221,0.079,0.897,-6.78,-36.87,-52.08,0.288,0.14,0.352,0.88,6351
-16.82,-4.33,-31.7,-0.282,0.213,0.006,0.935,-39.81,-31.72,-38.83,0.374,0.221,0.077,0.897,-6.8,-36.87,-52.08,0.288,0.14,0.351,0.88,6364
-16.82,-4.33,-31.71,-0.282,0.213,0.006,0.935,-39.79,-31.73,-38.92,0.373,0.221,0.076,0.898,-6.82,-36.86,-52.07,0.289,0.14,0.351,0.88,6373
-16.82,-4.33,-31.73,-0.283,0.213,0.006,0.935,-39.75,-31.74,-39.01,0.371,0.221,0.074,0.899,-6.84,-36.86,-52.06,0.289,0.14,0.35,0.88,6387
-16.82,-4.33,-31.74,-0.283,0.213,0.006,0.935,-39.59,-31.74,-39.12,0.371,0.218,0.07,0.9,-6.88,-36.87,-52.05,0.289,0.14,0.349,0.881,6414
-16.83,-4.33,-31.79,-0.283,0.212,0.006,0.935,-39.34,-31.69,-39.34,0.371,0.212,0.068,0.901,-6.95,-36.88,-52.03,0.289,0.141,0.348,0.881,6429
-16.83,-4.34,-31.81,-0.283,0.212,0.006,0.935,-39.0,-31.69,-39.48,0.371,0.202,0.07,0.904,-6.96,-36.9,-52.04,0.288,0.141,0.347,0.881,6454
-16.83,-4.34,-31.83,-0.283,0.212,0.006,0.935,-38.75,-31.68,-39.58,0.37,0.196,0.069,0.905,-6.96,-36.91,-52.06,0.288,0.141,0.346,0.882,6481
-16.83,-4.34,-31.86,-0.283,0.211,0.006,0.935,-38.49,-31.68,-39.75,0.37,0.19,0.068,0.907,-6.99,-36.92,-52.07,0.288,0.141,0.345,0.882,6497
-16.84,-4.35,-31.9,-0.284,0.211,0.006,0.935,-38.27,-31.7,-39.92,0.369,0.187,0.068,0.908,-7.02,-36.93,-52.09,0.288,0.142,0.344,0.882,6509
-16.83,-4.35,-31.9,-0.283,0.211,0.006,0.936,-38.36,-31.75,-39.92,0.369,0.191,0.071,0.907,-7.01,-36.95,-52.11,0.288,0.141,0.346,0.882,6538
-16.84,-4.35,-31.96,-0.283,0.21,0.006,0.936,-38.13,-31.79,-40.14,0.369,0.187,0.073,0.908,-7.04,-36.96,-52.15,0.288,0.141,0.346,0.882,6552
-16.84,-4.34,-31.98,-0.283,0.21,0.006,0.936,-38.12,-31.84,-40.21,0.368,0.187,0.075,0.908,-7.05,-36.95,-52.17,0.288,0.14,0.346,0.882,6580
-16.84,-4.33,-32.04,-0.283,0.21,0.005,0.936,-37.95,-31.94,-40.46,0.365,0.183,0.072,0.91,-7.1,-36.95,-52.19,0.288,0.141,0.346,0.882,6607
-16.83,-4.32,-32.09,-0.283,0.21,0.005,0.936,-37.85,-32.03,-40.65,0.361,0.182,0.069,0.912,-7.15,-36.93,-52.2,0.289,0.141,0.345,0.882,6633
-16.83,-4.3,-32.11,-0.283,0.21,0.005,0.936,-37.82,-32.09,-40.76,0.36,0.181,0.067,0.913,-7.2,-36.9,-52.21,0.289,0.142,0.345,0.882,6661
-16.82,-4.28,-32.17,-0.282,0.21,0.005,0.936,-37.66,-32.14,-41.0,0.358,0.177,0.069,0.914,-7.26,-36.89,-52.22,0.29,0.143,0.344,0.882,6692
-16.81,-4.29,-32.22,-0.283,0.21,0.004,0.936,-37.35,-32.24,-41.44,0.353,0.171,0.07,0.917,-7.36,-36.87,-52.26,0.291,0.143,0.344,0.881,6717
-16.81,-4.31,-32.21,-0.284,0.21,0.003,0.936,-37.11,-32.35,-41.77,0.346,0.17,0.07,0.92,-7.41,-36.87,-52.3,0.292,0.143,0.344,0.881,6743
-16.81,-4.35,-32.24,-0.286,0.21,0.004,0.935,-36.65,-32.58,-42.3,0.333,0.164,0.07,0.926,-7.53,-36.84,-52.34,0.293,0.144,0.344,0.881,6767
-16.81,-4.39,-32.25,-0.288,0.21,0.004,0.934,-35.97,-32.91,-42.85,0.32,0.153,0.072,0.932,-7.69,-36.78,-52.35,0.295,0.145,0.343,0.88,6793
-16.81,-4.43,-32.27,-0.289,0.21,0.005,0.934,-35.08,-33.41,-43.43,0.302,0.137,0.075,0.941,-7.88,-36.7,-52.34,0.297,0.147,0.34,0.88,6821
-16.81,-4.46,-32.28,-0.291,0.211,0.005,0.933,-33.91,-34.25,-44.04,0.274,0.113,0.081,0.952,-8.14,-36.62,-52.29,0.3,0.149,0.337,0.88,6848
-16.79,-4.49,-32.28,-0.292,0.212,0.006,0.933,-32.58,-35.24,-44.52,0.245,0.079,0.085,0.963,-8.46,-36.62,-52.22,0.302,0.154,0.334,0.88,6875
-16.77,-4.52,-32.28,-0.294,0.213,0.006,0.932,-31.38,-36.04,-44.73,0.228,0.048,0.077,0.969,-8.88,-36.66,-52.09,0.303,0.161,0.331,0.879,6903
-16.75,-4.55,-32.29,-0.295,0.214,0.007,0.931,-30.62,-36.59,-44.75,0.225,0.035,0.063,0.972,-9.33,-36.7,-51.92,0.305,0.168,0.327,0.879,6931
-16.73,-4.57,-32.31,-0.297,0.215,0.007,0.931,-30.45,-37.07,-44.77,0.22,0.041,0.062,0.973,-9.94,-36.75,-51.64,0.308,0.178,0.323,0.877,6959
-16.73,-4.61,-32.33,-0.299,0.216,0.007,0.929,-30.47,-37.64,-44.89,0.201,0.047,0.08,0.975,-10.71,-36.85,-51.25,0.312,0.192,0.32,0.874,6987
-16.72,-4.66,-32.33,-0.302,0.218,0.007,0.928,-30.4,-38.23,-45.03,0.178,0.049,0.096,0.978,-11.65,-37.0,-50.75,0.314,0.21,0.315,0.871,7015
-16.71,-4.71,-32.36,-0.303,0.22,0.008,0.927,-30.26,-38.77,-45.15,0.157,0.049,0.101,0.981,-12.79,-37.15,-50.1,0.317,0.232,0.305,0.867,7042
-16.71,-4.75,-32.38,-0.305,0.221,0.007,0.926,-29.93,-39.32,-45.24,0.138,0.043,0.102,0.984,-13.96,-37.32,-49.35,0.32,0.261,0.291,0.863,7071
-16.7,-4.8,-32.37,-0.307,0.222,0.008,0.926,-29.51,-40.06,-45.34,0.109,0.033,0.115,0.987,-14.89,-37.45,-48.77,0.322,0.283,0.278,0.86,7098
-16.69,-4.83,-32.37,-0.308,0.222,0.008,0.925,-28.97,-40.5,-45.31,0.093,0.019,0.131,0.987,-15.57,-37.52,-48.4,0.323,0.295,0.269,0.858,7125
-16.69,-4.83,-32.37,-0.307,0.223,0.01,0.925,-28.47,-40.59,-45.18,0.097,0.005,0.126,0.987,-15.99,-37.48,-48.25,0.328,0.298,0.27,0.855,7154
-16.69,-4.83,-32.38,-0.307,0.224,0.011,0.925,-28.22,-40.84,-45.17,0.094,0.003,0.118,0.989,-16.21,-37.33,-48.28,0.332,0.295,0.272,0.854,7179
