head_pos_x,head_pos_y,head_pos_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,left_hand_pos_x,left_hand_pos_y,left_hand_pos_z,left_hand_rot_x,left_hand_rot_y,left_hand_rot_z,left_hand_rot_w,right_hand_pos_x,right_hand_pos_y,right_hand_pos_z,right_hand_rot_x,right_hand_rot_y,right_hand_rot_z,right_hand_rot_w,delta_time_ms
-33.54,-4.09,-33.02,-0.293,0.175,-0.038,0.939,-57.9,-39.38,-54.18,0.47,-0.093,-0.011,0.878,-26.58,-40.19,-45.81,0.245,0.266,0.295,0.884,19427
-33.53,-4.09,-33.01,-0.293,0.175,-0.039,0.939,-57.93,-39.86,-54.31,0.463,-0.088,-0.01,0.882,-26.61,-40.19,-45.81,0.245,0.266,0.295,0.884,19456
-33.51,-4.1,-33.0,-0.293,0.175,-0.039,0.939,-57.84,-40.17,-54.33,0.461,-0.086,-0.011,0.883,-26.65,-40.25,-45.84,0.246,0.267,0.298,0.883,19484
-33.53,-4.13,-33.01,-0.293,0.175,-0.04,0.939,-57.68,-40.32,-54.31,0.46,-0.087,-0.014,0.883,-26.68,-40.29,-45.87,0.245,0.267,0.299,0.883,19512
-33.53,-4.15,-33.0,-0.294,0.175,-0.04,0.939,-57.55,-40.32,-54.22,0.463,-0.088,-0.013,0.882,-26.71,-40.29,-45.9,0.245,0.266,0.298,0.883,19540
-33.54,-4.17,-32.99,-0.296,0.175,-0.04,0.938,-57.49,-40.32,-54.17,0.463,-0.09,-0.01,0.882,-26.79,-40.28,-45.88,0.245,0.267,0.298,0.883,19568
-33.55,-4.2,-32.98,-0.297,0.175,-0.04,0.938,-57.53,-40.26,-54.16,0.464,-0.087,-0.01,0.882,-26.89,-40.24,-45.83,0.246,0.269,0.297,0.882,19596
-33.53,-4.21,-32.98,-0.298,0.174,-0.039,0.938,-57.68,-40.14,-54.16,0.465,-0.082,-0.008,0.882,-26.99,-40.17,-45.77,0.247,0.271,0.294,0.883,19625
-33.52,-4.21,-32.97,-0.298,0.174,-0.039,0.938,-57.89,-39.98,-54.08,0.467,-0.077,-0.004,0.881,-27.07,-40.14,-45.7,0.248,0.273,0.293,0.882,19653
-33.5,-4.2,-32.98,-0.297,0.173,-0.038,0.938,-58.1,-39.94,-54.05,0.464,-0.072,-0.001,0.883,-27.12,-40.13,-45.67,0.248,0.273,0.293,0.882,19681
-33.46,-4.17,-32.98,-0.297,0.172,-0.039,0.938,-58.35,-40.04,-53.97,0.459,-0.064,-0.008,0.886,-27.1,-40.14,-45.69,0.248,0.273,0.294,0.882,19709
-33.41,-4.16,-32.98,-0.297,0.172,-0.039,0.939,-58.72,-40.27,-53.8,0.452,-0.052,-0.014,0.89,-27.06,-40.14,-45.7,0.248,0.271,0.295,0.882,19736
-33.34,-4.14,-32.97,-0.297,0.172,-0.039,0.939,-59.34,-40.7,-53.56,0.441,-0.03,-0.022,0.897,-26.98,-40.1,-45.72,0.249,0.269,0.295,0.883,19764
-33.22,-4.1,-32.96,-0.296,0.171,-0.039,0.939,-60.1,-41.69,-53.15,0.419,-0.0,-0.055,0.906,-26.86,-40.0,-45.72,0.249,0.266,0.294,0.884,19792
-33.11,-4.06,-32.97,-0.295,0.17,-0.039,0.94,-60.73,-42.61,-52.57,0.403,0.024,-0.095,0.91,-26.7,-39.89,-45.72,0.25,0.262,0.292,0.885,19817
-32.98,-3.99,-33.0,-0.292,0.168,-0.038,0.941,-61.89,-43.6,-51.42,0.383,0.063,-0.13,0.912,-26.5,-39.76,-45.74,0.25,0.258,0.29,0.887,19845
-32.82,-3.94,-33.02,-0.291,0.167,-0.039,0.941,-63.41,-44.42,-50.02,0.354,0.113,-0.135,0.919,-26.24,-39.68,-45.74,0.25,0.253,0.289,0.889,19874
-32.66,-3.89,-33.07,-0.289,0.165,-0.04,0.942,-64.82,-44.95,-48.25,0.326,0.172,-0.143,0.918,-25.99,-39.64,-45.74,0.249,0.249,0.288,0.89,19902
-32.48,-3.87,-33.09,-0.289,0.161,-0.043,0.943,-65.86,-44.87,-45.79,0.324,0.223,-0.107,0.913,-25.71,-39.7,-45.78,0.248,0.245,0.287,0.892,19930
-32.29,-3.86,-33.11,-0.289,0.157,-0.045,0.943,-66.38,-44.61,-43.31,0.326,0.265,-0.05,0.906,-25.48,-39.79,-45.82,0.246,0.243,0.287,0.893,19959
-32.12,-3.86,-33.13,-0.288,0.154,-0.047,0.944,-66.27,-44.17,-40.85,0.34,0.297,-0.001,0.892,-25.32,-39.91,-45.84,0.245,0.242,0.291,0.892,19984
